FAMA-model_20100322_955726153.xml , 20 , 162.0 , 297
Mobile Phone , _r_1 , 162.0 , 62
Mobile Phone , _r_11 , 162.0 , 234
Mobile Phone , _r_11_12 , 162.0 , 47
Mobile Phone , _r_11_12_14_15 , 81.0 , 218
Mobile Phone , _r_11_12_14_16 , 81.0 , 47
Mobile Phone , _r_11_13 , 108.0 , 218
Mobile Phone , _r_17 , 108.0 , 63
Mobile Phone , _r_17_18 , 108.0 , 218
Mobile Phone , _r_17_19 , 54.0 , 63
Mobile Phone , _r_1_10 , 162.0 , 202
Mobile Phone , _r_1_2 , 162.0 , 63
Mobile Phone , _r_1_3 , 162.0 , 203
Mobile Phone , _r_1_3_5_6 , 108.0 , 62
Mobile Phone , _r_1_3_5_7 , 108.0 , 218
Mobile Phone , _r_1_8 , 54.0 , 63
Mobile Phone , _r_1_9 , 162.0 , 218
Mobile Phone , _r_20 , 108.0 , 47
Mobile Phone , _r_20_21 , 108.0 , 203
Mobile Phone , _r_20_22 , 54.0 , 62
_r_1 , _r_11 , 162.0 , 203
_r_1 , _r_11_12 , 162.0 , 46
_r_1 , _r_11_12_14_15 , 81.0 , 219
_r_1 , _r_11_12_14_16 , 81.0 , 62
_r_1 , _r_11_13 , 108.0 , 219
_r_1 , _r_17 , 108.0 , 46
_r_1 , _r_17_18 , 108.0 , 219
_r_1 , _r_17_19 , 54.0 , 62
_r_1 , _r_1_10 , 162.0 , 203
_r_1 , _r_1_2 , 162.0 , 78
_r_1 , _r_1_3 , 162.0 , 203
_r_1 , _r_1_3_5_6 , 108.0 , 62
_r_1 , _r_1_3_5_7 , 108.0 , 203
_r_1 , _r_1_8 , 54.0 , 62
_r_1 , _r_1_9 , 162.0 , 203
_r_1 , _r_20 , 108.0 , 63
_r_1 , _r_20_21 , 108.0 , 202
_r_1 , _r_20_22 , 54.0 , 63
_r_11 , _r_11_12 , 162.0 , 218
_r_11 , _r_11_12_14_15 , 81.0 , 47
_r_11 , _r_11_12_14_16 , 81.0 , 218
_r_11 , _r_11_13 , 108.0 , 63
_r_11 , _r_17 , 108.0 , 203
_r_11 , _r_17_18 , 108.0 , 46
_r_11 , _r_17_19 , 54.0 , 219
_r_11 , _r_1_10 , 162.0 , 62
_r_11 , _r_1_2 , 162.0 , 250
_r_11 , _r_1_3 , 162.0 , 62
_r_11 , _r_1_3_5_6 , 108.0 , 203
_r_11 , _r_1_3_5_7 , 108.0 , 62
_r_11 , _r_1_8 , 54.0 , 203
_r_11 , _r_1_9 , 162.0 , 63
