FAMA-model_20100415_947132043.xml , 31 , 113724.0 , 546
Reference Management Software , _r_2 , 113724.0 , 134
Reference Management Software , _r_2_3_4 , 52488.0 , 405
Reference Management Software , _r_2_3_5 , 61236.0 , 141
Reference Management Software , _r_33 , 104976.0 , 405
Reference Management Software , _r_33_34 , 104976.0 , 125
Reference Management Software , _r_33_39 , 52488.0 , 406
Reference Management Software , _r_33_40 , 69984.0 , 171
Reference Management Software , _r_41 , 56862.0 , 406
Reference Management Software , _r_6 , 113724.0 , 124
Reference Management Software , _r_6_10 , 75816.0 , 406
Reference Management Software , _r_6_10_11 , 37908.0 , 125
Reference Management Software , _r_6_13 , 113724.0 , 406
Reference Management Software , _r_6_14 , 113724.0 , 109
Reference Management Software , _r_6_14_15_16 , 75816.0 , 437
Reference Management Software , _r_6_14_15_17 , 75816.0 , 124
Reference Management Software , _r_6_18 , 98748.0 , 422
Reference Management Software , _r_6_18_19_20 , 37908.0 , 124
Reference Management Software , _r_6_18_19_21 , 37908.0 , 406
Reference Management Software , _r_6_18_19_22 , 37908.0 , 109
Reference Management Software , _r_6_18_19_23 , 37908.0 , 421
Reference Management Software , _r_6_18_19_24 , 37908.0 , 110
Reference Management Software , _r_6_25 , 113256.0 , 421
Reference Management Software , _r_6_25_26_27 , 75816.0 , 125
Reference Management Software , _r_6_25_26_28 , 75816.0 , 421
Reference Management Software , _r_6_25_26_29 , 75816.0 , 109
Reference Management Software , _r_6_25_26_30 , 75816.0 , 421
Reference Management Software , _r_6_25_26_31 , 75816.0 , 109
Reference Management Software , _r_6_32 , 56862.0 , 437
Reference Management Software , _r_6_7 , 113724.0 , 109
Reference Management Software , _r_6_9 , 34992.0 , 406
_r_2 , _r_2_3_4 , 52488.0 , 125
_r_2 , _r_2_3_5 , 61236.0 , 390
_r_2 , _r_33 , 104976.0 , 125
_r_2 , _r_33_34 , 104976.0 , 421
_r_2 , _r_33_39 , 52488.0 , 125
_r_2 , _r_33_40 , 69984.0 , 405
_r_2 , _r_41 , 56862.0 , 125
_r_2 , _r_6 , 113724.0 , 406
_r_2 , _r_6_10 , 75816.0 , 124
_r_2 , _r_6_10_11 , 37908.0 , 406
_r_2 , _r_6_13 , 113724.0 , 156
_r_2 , _r_6_14 , 113724.0 , 390
_r_2 , _r_6_14_15_16 , 75816.0 , 125
_r_2 , _r_6_14_15_17 , 75816.0 , 374
_r_2 , _r_6_18 , 98748.0 , 125
_r_2 , _r_6_18_19_20 , 37908.0 , 390
_r_2 , _r_6_18_19_21 , 37908.0 , 109
_r_2 , _r_6_18_19_22 , 37908.0 , 390
_r_2 , _r_6_18_19_23 , 37908.0 , 125
_r_2 , _r_6_18_19_24 , 37908.0 , 390
_r_2 , _r_6_25 , 113256.0 , 109
_r_2 , _r_6_25_26_27 , 75816.0 , 406
_r_2 , _r_6_25_26_28 , 75816.0 , 109
_r_2 , _r_6_25_26_29 , 75816.0 , 390
_r_2 , _r_6_25_26_30 , 75816.0 , 125
_r_2 , _r_6_25_26_31 , 75816.0 , 374
_r_2 , _r_6_32 , 56862.0 , 141
_r_2 , _r_6_7 , 113724.0 , 390
_r_2 , _r_6_9 , 34992.0 , 124
_r_2_3_4 , _r_2_3_5 , 0.0 , 375
_r_2_3_4 , _r_33 , 52488.0 , 125
_r_2_3_4 , _r_33_34 , 52488.0 , 390
_r_2_3_4 , _r_33_39 , 26244.0 , 109
_r_2_3_4 , _r_33_40 , 34992.0 , 390
_r_2_3_4 , _r_41 , 26244.0 , 125
_r_2_3_4 , _r_6 , 52488.0 , 374
_r_2_3_4 , _r_6_10 , 34992.0 , 125
_r_2_3_4 , _r_6_10_11 , 17496.0 , 390
_r_2_3_4 , _r_6_13 , 52488.0 , 125
_r_2_3_4 , _r_6_14 , 52488.0 , 374
_r_2_3_4 , _r_6_14_15_16 , 34992.0 , 125
_r_2_3_4 , _r_6_14_15_17 , 34992.0 , 390
_r_2_3_4 , _r_6_18 , 45576.0 , 109
_r_2_3_4 , _r_6_18_19_20 , 17496.0 , 390
_r_2_3_4 , _r_6_18_19_21 , 17496.0 , 109
_r_2_3_4 , _r_6_18_19_22 , 17496.0 , 390
_r_2_3_4 , _r_6_18_19_23 , 17496.0 , 125
_r_2_3_4 , _r_6_18_19_24 , 17496.0 , 390
_r_2_3_4 , _r_6_25 , 52272.0 , 109
_r_2_3_4 , _r_6_25_26_27 , 34992.0 , 390
_r_2_3_4 , _r_6_25_26_28 , 34992.0 , 125
_r_2_3_4 , _r_6_25_26_29 , 34992.0 , 374
_r_2_3_4 , _r_6_25_26_30 , 34992.0 , 125
_r_2_3_4 , _r_6_25_26_31 , 34992.0 , 390
_r_2_3_4 , _r_6_32 , 26244.0 , 125
_r_2_3_4 , _r_6_7 , 52488.0 , 374
_r_2_3_4 , _r_6_9 , 17496.0 , 125
_r_2_3_5 , _r_33 , 52488.0 , 375
_r_2_3_5 , _r_33_34 , 52488.0 , 124
_r_2_3_5 , _r_33_39 , 26244.0 , 390
_r_2_3_5 , _r_33_40 , 34992.0 , 110
_r_2_3_5 , _r_41 , 30618.0 , 374
_r_2_3_5 , _r_6 , 61236.0 , 125
_r_2_3_5 , _r_6_10 , 40824.0 , 390
_r_2_3_5 , _r_6_10_11 , 20412.0 , 109
_r_2_3_5 , _r_6_13 , 61236.0 , 390
_r_2_3_5 , _r_6_14 , 61236.0 , 125
_r_2_3_5 , _r_6_14_15_16 , 40824.0 , 374
_r_2_3_5 , _r_6_14_15_17 , 40824.0 , 125
_r_2_3_5 , _r_6_18 , 53172.0 , 390
_r_2_3_5 , _r_6_18_19_20 , 20412.0 , 140
_r_2_3_5 , _r_6_18_19_21 , 20412.0 , 406
_r_2_3_5 , _r_6_18_19_22 , 20412.0 , 109
_r_2_3_5 , _r_6_18_19_23 , 20412.0 , 390
_r_2_3_5 , _r_6_18_19_24 , 20412.0 , 141
_r_2_3_5 , _r_6_25 , 60984.0 , 390
_r_2_3_5 , _r_6_25_26_27 , 40824.0 , 124
_r_2_3_5 , _r_6_25_26_28 , 40824.0 , 390
_r_2_3_5 , _r_6_25_26_29 , 40824.0 , 141
_r_2_3_5 , _r_6_25_26_30 , 40824.0 , 421
_r_2_3_5 , _r_6_25_26_31 , 40824.0 , 109
_r_2_3_5 , _r_6_32 , 30618.0 , 437
_r_2_3_5 , _r_6_7 , 61236.0 , 109
