FAMA-model_20100624_2076952989.xml , 17 , 444.0 , 156
GPL , _r_1 , 444.0 , 421
GPL , _r_12 , 444.0 , 93
GPL , _r_12_13_14 , 224.0 , 390
GPL , _r_12_13_16 , 336.0 , 110
GPL , _r_12_13_16_20_21 , 224.0 , 390
GPL , _r_12_13_16_20_22 , 224.0 , 109
GPL , _r_12_13_17 , 256.0 , 468
GPL , _r_12_13_18 , 224.0 , 109
GPL , _r_12_13_19 , 320.0 , 390
GPL , _r_1_2_19 , 284.0 , 94
GPL , _r_1_2_3 , 160.0 , 421
GPL , _r_1_5_18 , 222.0 , 125
GPL , _r_1_5_6 , 222.0 , 405
GPL , _r_8 , 254.0 , 109
GPL , _r_8_9_10 , 64.0 , 375
GPL , _r_8_9_20 , 190.0 , 94
_r_1 , _r_12 , 444.0 , 390
_r_1 , _r_12_13_14 , 224.0 , 94
_r_1 , _r_12_13_16 , 336.0 , 421
_r_1 , _r_12_13_16_20_21 , 224.0 , 140
_r_1 , _r_12_13_16_20_22 , 224.0 , 375
_r_1 , _r_12_13_17 , 256.0 , 109
_r_1 , _r_12_13_18 , 224.0 , 405
_r_1 , _r_12_13_19 , 320.0 , 141
_r_1 , _r_1_2_19 , 284.0 , 374
_r_1 , _r_1_2_3 , 160.0 , 94
_r_1 , _r_1_5_18 , 222.0 , 405
_r_1 , _r_1_5_6 , 222.0 , 141
_r_1 , _r_8 , 254.0 , 390
_r_1 , _r_8_9_10 , 64.0 , 93
_r_1 , _r_8_9_20 , 190.0 , 375
_r_12 , _r_12_13_14 , 224.0 , 125
_r_12 , _r_12_13_16 , 336.0 , 390
_r_12 , _r_12_13_16_20_21 , 224.0 , 93
_r_12 , _r_12_13_16_20_22 , 224.0 , 375
_r_12 , _r_12_13_17 , 256.0 , 94
_r_12 , _r_12_13_18 , 224.0 , 405
_r_12 , _r_12_13_19 , 320.0 , 125
_r_12 , _r_1_2_19 , 284.0 , 359
_r_12 , _r_1_2_3 , 160.0 , 94
_r_12 , _r_1_5_18 , 222.0 , 405
_r_12 , _r_1_5_6 , 222.0 , 141
_r_12 , _r_8 , 254.0 , 390
_r_12 , _r_8_9_10 , 64.0 , 93
_r_12 , _r_8_9_20 , 190.0 , 390
_r_12_13_14 , _r_12_13_16 , 168.0 , 94
_r_12_13_14 , _r_12_13_16_20_21 , 112.0 , 374
_r_12_13_14 , _r_12_13_16_20_22 , 112.0 , 94
