FAMA-model_20100625_251719781.xml , 16 , 3150.0 , 125
GoPhone , _r_1 , 2520.0 , 390
GoPhone , _r_12 , 2800.0 , 109
GoPhone , _r_12_13 , 1400.0 , 468
GoPhone , _r_12_14 , 1400.0 , 94
GoPhone , _r_12_15 , 1400.0 , 390
GoPhone , _r_1_16 , 1260.0 , 109
GoPhone , _r_1_7 , 1260.0 , 374
GoPhone , _r_2 , 2700.0 , 109
GoPhone , _r_2_3 , 1800.0 , 406
GoPhone , _r_2_3_6 , 900.0 , 93
GoPhone , _r_2_4 , 1350.0 , 390
GoPhone , _r_5 , 1575.0 , 125
GoPhone , _r_9 , 2520.0 , 390
GoPhone , _r_9_10 , 1260.0 , 109
GoPhone , _r_9_11 , 1260.0 , 375
_r_1 , _r_12 , 2240.0 , 125
_r_1 , _r_12_13 , 1120.0 , 375
_r_1 , _r_12_14 , 1120.0 , 109
_r_1 , _r_12_15 , 1120.0 , 374
_r_1 , _r_1_16 , 1260.0 , 109
_r_1 , _r_1_7 , 1260.0 , 390
_r_1 , _r_2 , 2160.0 , 109
_r_1 , _r_2_3 , 1440.0 , 375
_r_1 , _r_2_3_6 , 720.0 , 109
_r_1 , _r_2_4 , 1080.0 , 374
_r_1 , _r_5 , 1260.0 , 109
_r_1 , _r_9 , 2016.0 , 406
_r_1 , _r_9_10 , 1008.0 , 94
_r_1 , _r_9_11 , 1008.0 , 374
_r_12 , _r_12_13 , 1400.0 , 109
_r_12 , _r_12_14 , 1400.0 , 375
_r_12 , _r_12_15 , 1400.0 , 109
_r_12 , _r_1_16 , 1120.0 , 374
_r_12 , _r_1_7 , 1120.0 , 94
_r_12 , _r_2 , 2400.0 , 359
_r_12 , _r_2_3 , 1600.0 , 94
_r_12 , _r_2_3_6 , 800.0 , 405
_r_12 , _r_2_4 , 1200.0 , 110
_r_12 , _r_5 , 1400.0 , 390
_r_12 , _r_9 , 2240.0 , 93
_r_12 , _r_9_10 , 1120.0 , 406
_r_12 , _r_9_11 , 1120.0 , 93
_r_12_13 , _r_12_14 , 700.0 , 375
_r_12_13 , _r_12_15 , 700.0 , 93
_r_12_13 , _r_1_16 , 560.0 , 390
_r_12_13 , _r_1_7 , 560.0 , 110
_r_12_13 , _r_2 , 1200.0 , 374
_r_12_13 , _r_2_3 , 800.0 , 109
_r_12_13 , _r_2_3_6 , 400.0 , 375
_r_12_13 , _r_2_4 , 600.0 , 140
_r_12_13 , _r_5 , 700.0 , 359
_r_12_13 , _r_9 , 1120.0 , 109
_r_12_13 , _r_9_10 , 560.0 , 390
_r_12_13 , _r_9_11 , 560.0 , 140
_r_12_14 , _r_12_15 , 700.0 , 375
_r_12_14 , _r_1_16 , 560.0 , 93
_r_12_14 , _r_1_7 , 560.0 , 375
_r_12_14 , _r_2 , 1200.0 , 156
_r_12_14 , _r_2_3 , 800.0 , 374
_r_12_14 , _r_2_3_6 , 400.0 , 109
_r_12_14 , _r_2_4 , 600.0 , 359
_r_12_14 , _r_5 , 700.0 , 156
_r_12_14 , _r_9 , 1120.0 , 390
_r_12_14 , _r_9_10 , 560.0 , 94
_r_12_14 , _r_9_11 , 560.0 , 359
_r_12_15 , _r_1_16 , 560.0 , 171
_r_12_15 , _r_1_7 , 560.0 , 375
_r_12_15 , _r_2 , 1200.0 , 93
_r_12_15 , _r_2_3 , 800.0 , 375
_r_12_15 , _r_2_3_6 , 400.0 , 156
_r_12_15 , _r_2_4 , 600.0 , 374
_r_12_15 , _r_5 , 700.0 , 109
_r_12_15 , _r_9 , 1120.0 , 359
_r_12_15 , _r_9_10 , 560.0 , 94
_r_12_15 , _r_9_11 , 560.0 , 390
_r_1_16 , _r_1_7 , 630.0 , 93
_r_1_16 , _r_2 , 1080.0 , 390
_r_1_16 , _r_2_3 , 720.0 , 94
_r_1_16 , _r_2_3_6 , 360.0 , 374
_r_1_16 , _r_2_4 , 540.0 , 141
_r_1_16 , _r_5 , 630.0 , 374
_r_1_16 , _r_9 , 1008.0 , 94
_r_1_16 , _r_9_10 , 504.0 , 374
_r_1_16 , _r_9_11 , 504.0 , 140
_r_1_7 , _r_2 , 1080.0 , 390
_r_1_7 , _r_2_3 , 720.0 , 94
_r_1_7 , _r_2_3_6 , 360.0 , 374
_r_1_7 , _r_2_4 , 540.0 , 94
_r_1_7 , _r_5 , 630.0 , 390
_r_1_7 , _r_9 , 1008.0 , 94
_r_1_7 , _r_9_10 , 504.0 , 374
_r_1_7 , _r_9_11 , 504.0 , 94
_r_2 , _r_2_3 , 1800.0 , 421
_r_2 , _r_2_3_6 , 900.0 , 93
_r_2 , _r_2_4 , 1350.0 , 390
_r_2 , _r_5 , 1350.0 , 94
_r_2 , _r_9 , 2160.0 , 390
_r_2 , _r_9_10 , 1080.0 , 125
_r_2 , _r_9_11 , 1080.0 , 374
_r_2_3 , _r_2_3_6 , 900.0 , 94
_r_2_3 , _r_2_4 , 900.0 , 374
_r_2_3 , _r_5 , 900.0 , 125
_r_2_3 , _r_9 , 1440.0 , 390
_r_2_3 , _r_9_10 , 720.0 , 94
_r_2_3 , _r_9_11 , 720.0 , 374
_r_2_3_6 , _r_2_4 , 450.0 , 94
_r_2_3_6 , _r_5 , 450.0 , 374
_r_2_3_6 , _r_9 , 720.0 , 109
_r_2_3_6 , _r_9_10 , 360.0 , 375
_r_2_3_6 , _r_9_11 , 360.0 , 93
_r_2_4 , _r_5 , 675.0 , 375
_r_2_4 , _r_9 , 1080.0 , 109
_r_2_4 , _r_9_10 , 540.0 , 374
_r_2_4 , _r_9_11 , 540.0 , 109
_r_5 , _r_9 , 1260.0 , 375
_r_5 , _r_9_10 , 630.0 , 109
_r_5 , _r_9_11 , 630.0 , 374
_r_9 , _r_9_10 , 1260.0 , 94
_r_9 , _r_9_11 , 1260.0 , 406
_r_9_10 , _r_9_11 , 630.0 , 93
29453,120
