FAMA-model_20100213_206550190.xml , 38 , 4920.0 , 31
Sienna , _r_1 , 4920.0 , 78
Sienna , _r_1_15 , 4920.0 , 32
Sienna , _r_1_15_17_18 , 2460.0 , 78
Sienna , _r_1_15_17_19 , 2460.0 , 15
Sienna , _r_1_16 , 4920.0 , 94
Sienna , _r_1_16_20_21 , 2460.0 , 15
Sienna , _r_1_16_20_22 , 2460.0 , 62
Sienna , _r_1_23 , 4920.0 , 32
Sienna , _r_1_23_24_25 , 2460.0 , 62
Sienna , _r_1_23_24_26 , 2460.0 , 31
Sienna , _r_1_37 , 4920.0 , 63
Sienna , _r_1_37_40_41 , 2640.0 , 47
Sienna , _r_1_37_40_42 , 2280.0 , 78
Sienna , _r_1_7 , 4920.0 , 16
Sienna , _r_1_7_8_10 , 720.0 , 78
Sienna , _r_1_7_8_11 , 240.0 , 15
Sienna , _r_1_7_8_12 , 3600.0 , 78
Sienna , _r_1_7_8_12_43 , 2160.0 , 31
Sienna , _r_1_7_8_12_44 , 2160.0 , 78
Sienna , _r_1_7_8_13 , 0.0 , 16
Sienna , _r_1_7_8_9 , 360.0 , 78
Sienna , _r_2 , 4920.0 , 31
Sienna , _r_2_27 , 4920.0 , 63
Sienna , _r_2_27_30_31 , 1640.0 , 31
Sienna , _r_2_27_30_32 , 1640.0 , 62
Sienna , _r_2_27_30_33 , 1640.0 , 31
Sienna , _r_2_34 , 4920.0 , 63
Sienna , _r_2_34_35_36 , 1560.0 , 31
Sienna , _r_2_34_35_37 , 1560.0 , 62
Sienna , _r_2_34_35_38 , 1800.0 , 32
Sienna , _r_3 , 3936.0 , 62
Sienna , _r_30 , 4920.0 , 31
Sienna , _r_30_33 , 4920.0 , 78
Sienna , _r_30_33_34_35 , 720.0 , 31
Sienna , _r_30_33_34_36 , 4200.0 , 63
Sienna , _r_3_42 , 1968.0 , 31
Sienna , _r_3_43 , 1968.0 , 62
_r_1 , _r_1_15 , 4920.0 , 32
_r_1 , _r_1_15_17_18 , 2460.0 , 62
_r_1 , _r_1_15_17_19 , 2460.0 , 31
_r_1 , _r_1_16 , 4920.0 , 78
_r_1 , _r_1_16_20_21 , 2460.0 , 16
_r_1 , _r_1_16_20_22 , 2460.0 , 78
_r_1 , _r_1_23 , 4920.0 , 31
_r_1 , _r_1_23_24_25 , 2460.0 , 62
_r_1 , _r_1_23_24_26 , 2460.0 , 32
_r_1 , _r_1_37 , 4920.0 , 62
_r_1 , _r_1_37_40_41 , 2640.0 , 31
_r_1 , _r_1_37_40_42 , 2280.0 , 63
_r_1 , _r_1_7 , 4920.0 , 31
_r_1 , _r_1_7_8_10 , 720.0 , 78
_r_1 , _r_1_7_8_11 , 240.0 , 15
_r_1 , _r_1_7_8_12 , 3600.0 , 78
_r_1 , _r_1_7_8_12_43 , 2160.0 , 16
_r_1 , _r_1_7_8_12_44 , 2160.0 , 78
_r_1 , _r_1_7_8_13 , 0.0 , 16
_r_1 , _r_1_7_8_9 , 360.0 , 78
_r_1 , _r_2 , 4920.0 , 31
_r_1 , _r_2_27 , 4920.0 , 62
_r_1 , _r_2_27_30_31 , 1640.0 , 31
_r_1 , _r_2_27_30_32 , 1640.0 , 63
_r_1 , _r_2_27_30_33 , 1640.0 , 31
_r_1 , _r_2_34 , 4920.0 , 62
_r_1 , _r_2_34_35_36 , 1560.0 , 32
_r_1 , _r_2_34_35_37 , 1560.0 , 62
_r_1 , _r_2_34_35_38 , 1800.0 , 31
_r_1 , _r_3 , 3936.0 , 63
_r_1 , _r_30 , 4920.0 , 31
_r_1 , _r_30_33 , 4920.0 , 62
_r_1 , _r_30_33_34_35 , 720.0 , 31
_r_1 , _r_30_33_34_36 , 4200.0 , 63
_r_1 , _r_3_42 , 1968.0 , 31
_r_1 , _r_3_43 , 1968.0 , 62
_r_1_15 , _r_1_15_17_18 , 2460.0 , 32
_r_1_15 , _r_1_15_17_19 , 2460.0 , 78
_r_1_15 , _r_1_16 , 4920.0 , 31
_r_1_15 , _r_1_16_20_21 , 2460.0 , 62
_r_1_15 , _r_1_16_20_22 , 2460.0 , 31
_r_1_15 , _r_1_23 , 4920.0 , 63
_r_1_15 , _r_1_23_24_25 , 2460.0 , 31
_r_1_15 , _r_1_23_24_26 , 2460.0 , 62
_r_1_15 , _r_1_37 , 4920.0 , 32
_r_1_15 , _r_1_37_40_41 , 2640.0 , 62
_r_1_15 , _r_1_37_40_42 , 2280.0 , 31
_r_1_15 , _r_1_7 , 4920.0 , 78
_r_1_15 , _r_1_7_8_10 , 720.0 , 16
_r_1_15 , _r_1_7_8_11 , 240.0 , 78
_r_1_15 , _r_1_7_8_12 , 3600.0 , 31
_r_1_15 , _r_1_7_8_12_43 , 2160.0 , 62
_r_1_15 , _r_1_7_8_12_44 , 2160.0 , 32
_r_1_15 , _r_1_7_8_13 , 0.0 , 78
_r_1_15 , _r_1_7_8_9 , 360.0 , 15
_r_1_15 , _r_2 , 4920.0 , 78
_r_1_15 , _r_2_27 , 4920.0 , 31
_r_1_15 , _r_2_27_30_31 , 1640.0 , 78
