FAMA-REAL-FM-11.xml , 67 , 6400.0 , 109
__action , __continuous_value , 1920.0 , 234
__action , __detection , 3840.0 , 94
__action , __discrete_value , 1920.0 , 296
__action , __monitoring_detecting , 3840.0 , 78
__action , _action , 3840.0 , 250
__action , _continuous_value , 1920.0 , 78
__action , _detection , 3840.0 , 234
__action , _discrete_value , 1920.0 , 78
__action , _monitoring_detecting , 3840.0 , 249
__action , action , 3840.0 , 78
__action , action_devices , 3840.0 , 250
__action , active , 1920.0 , 78
__action , administration , 3840.0 , 234
__action , advanced , 1920.0 , 93
__action , alarm , 3840.0 , 219
__action , communication , 3456.0 , 93
__action , connection , 2304.0 , 234
__action , continuous_value , 1920.0 , 78
__action , data , 1152.0 , 297
__action , detection , 3840.0 , 78
__action , detection_devices , 3840.0 , 234
__action , direct , 3840.0 , 93
__action , discrete_value , 1920.0 , 234
__action , door_operation , 3840.0 , 78
__action , event_based , 3840.0 , 234
__action , fire , 3840.0 , 78
__action , flood , 3840.0 , 234
__action , gas , 1920.0 , 78
__action , his , 3840.0 , 234
__action , hmi , 3840.0 , 94
__action , internet , 2304.0 , 218
__action , intrusion , 3840.0 , 94
__action , message , 2304.0 , 234
__action , moisture , 3840.0 , 78
__action , moisture_sensor , 3840.0 , 234
__action , monitor_control , 3840.0 , 94
__action , monitoring_detecting , 3840.0 , 218
__action , motion , 3840.0 , 94
__action , motion_sensor , 3840.0 , 234
__action , one_time , 3840.0 , 78
__action , periodic , 3840.0 , 234
__action , priority , 3840.0 , 93
__action , pumping , 1280.0 , 219
__action , quality_attributes , 3840.0 , 93
__action , redundancy_control , 3840.0 , 234
__action , reliability , 3840.0 , 78
__action , responding_strategy , 3840.0 , 234
__action , safety , 3840.0 , 109
__action , scalability , 3840.0 , 234
__action , scheduled , 3840.0 , 78
__action , security , 3840.0 , 234
__action , sequential , 1920.0 , 94
__action , services , 3840.0 , 234
__action , skoke_sensor , 3840.0 , 78
__action , smoke , 3840.0 , 250
__action , sprinkler , 3840.0 , 78
__action , standard , 1920.0 , 234
__action , standby , 1920.0 , 93
__action , sump_pump , 2560.0 , 234
__action , tcp , 1152.0 , 78
__action , telephone , 3456.0 , 265
__action , udp , 1152.0 , 78
__action , usability , 3840.0 , 234
__action , voice , 2304.0 , 78
__action , water , 3840.0 , 234
__action , water_main , 3840.0 , 94
__continuous_value , __detection , 1920.0 , 250
__continuous_value , __discrete_value , 0.0 , 93
__continuous_value , __monitoring_detecting , 1920.0 , 250
__continuous_value , _action , 1920.0 , 78
__continuous_value , _continuous_value , 960.0 , 249
__continuous_value , _detection , 1920.0 , 94
__continuous_value , _discrete_value , 960.0 , 234
__continuous_value , _monitoring_detecting , 1920.0 , 94
__continuous_value , action , 1920.0 , 249
__continuous_value , action_devices , 1920.0 , 94
__continuous_value , active , 960.0 , 234
__continuous_value , administration , 1920.0 , 93
__continuous_value , advanced , 960.0 , 234
__continuous_value , alarm , 1920.0 , 94
__continuous_value , communication , 1728.0 , 234
__continuous_value , connection , 1152.0 , 94
__continuous_value , continuous_value , 960.0 , 249
__continuous_value , data , 576.0 , 78
__continuous_value , detection , 1920.0 , 234
__continuous_value , detection_devices , 1920.0 , 94
__continuous_value , direct , 1920.0 , 234
__continuous_value , discrete_value , 960.0 , 78
__continuous_value , door_operation , 1920.0 , 249
__continuous_value , event_based , 1920.0 , 78
__continuous_value , fire , 1920.0 , 250
__continuous_value , flood , 1920.0 , 78
__continuous_value , gas , 960.0 , 234
__continuous_value , his , 1920.0 , 94
__continuous_value , hmi , 1920.0 , 234
__continuous_value , internet , 1152.0 , 109
__continuous_value , intrusion , 1920.0 , 249
__continuous_value , message , 1152.0 , 94
__continuous_value , moisture , 1920.0 , 234
__continuous_value , moisture_sensor , 1920.0 , 94
__continuous_value , monitor_control , 1920.0 , 234
__continuous_value , monitoring_detecting , 1920.0 , 93
__continuous_value , motion , 1920.0 , 265
__continuous_value , motion_sensor , 1920.0 , 78
__continuous_value , one_time , 1920.0 , 234
__continuous_value , periodic , 1920.0 , 94
__continuous_value , priority , 1920.0 , 234
__continuous_value , pumping , 640.0 , 109
__continuous_value , quality_attributes , 1920.0 , 250
__continuous_value , redundancy_control , 1920.0 , 93
__continuous_value , reliability , 1920.0 , 234
__continuous_value , responding_strategy , 1920.0 , 78
__continuous_value , safety , 1920.0 , 234
__continuous_value , scalability , 1920.0 , 78
__continuous_value , scheduled , 1920.0 , 265
__continuous_value , security , 1920.0 , 78
__continuous_value , sequential , 960.0 , 250
__continuous_value , services , 1920.0 , 78
__continuous_value , skoke_sensor , 1920.0 , 249
__continuous_value , smoke , 1920.0 , 78
__continuous_value , sprinkler , 1920.0 , 266
__continuous_value , standard , 960.0 , 93
__continuous_value , standby , 960.0 , 234
__continuous_value , sump_pump , 1280.0 , 78
__continuous_value , tcp , 576.0 , 250
__continuous_value , telephone , 1728.0 , 78
__continuous_value , udp , 576.0 , 249
__continuous_value , usability , 1920.0 , 78
__continuous_value , voice , 1152.0 , 250
__continuous_value , water , 1920.0 , 78
__continuous_value , water_main , 1920.0 , 250
__detection , __discrete_value , 1920.0 , 78
__detection , __monitoring_detecting , 3840.0 , 234
__detection , _action , 3840.0 , 109
__detection , _continuous_value , 1920.0 , 249
__detection , _detection , 3840.0 , 78
__detection , _discrete_value , 1920.0 , 250
__detection , _monitoring_detecting , 3840.0 , 78
__detection , action , 3840.0 , 234
__detection , action_devices , 3840.0 , 94
__detection , active , 1920.0 , 234
__detection , administration , 3840.0 , 78
__detection , advanced , 1920.0 , 249
__detection , alarm , 3840.0 , 78
__detection , communication , 3456.0 , 234
__detection , connection , 2304.0 , 109
__detection , continuous_value , 1920.0 , 234
__detection , data , 1152.0 , 78
__detection , detection , 3840.0 , 234
__detection , detection_devices , 3840.0 , 110
__detection , direct , 3840.0 , 234
__detection , discrete_value , 1920.0 , 78
__detection , door_operation , 3840.0 , 249
__detection , event_based , 3840.0 , 78
__detection , fire , 3840.0 , 234
__detection , flood , 3840.0 , 78
