FAMA-model_20100415_240595643.xml , 31 , 319488.0 , 125
Reference Management Software , _r_2 , 319488.0 , 390
Reference Management Software , _r_2_3_4 , 147456.0 , 109
Reference Management Software , _r_2_3_5 , 172032.0 , 390
Reference Management Software , _r_33 , 294912.0 , 110
Reference Management Software , _r_33_34 , 294912.0 , 374
Reference Management Software , _r_33_39 , 147456.0 , 109
Reference Management Software , _r_33_40 , 196608.0 , 468
Reference Management Software , _r_41 , 159744.0 , 109
Reference Management Software , _r_6 , 319488.0 , 375
Reference Management Software , _r_6_10 , 319488.0 , 109
Reference Management Software , _r_6_10_11 , 159744.0 , 390
Reference Management Software , _r_6_13 , 319488.0 , 109
Reference Management Software , _r_6_14 , 319488.0 , 375
Reference Management Software , _r_6_14_15_16 , 212992.0 , 109
Reference Management Software , _r_6_14_15_17 , 212992.0 , 390
Reference Management Software , _r_6_18 , 309504.0 , 125
Reference Management Software , _r_6_18_19_20 , 159744.0 , 375
Reference Management Software , _r_6_18_19_21 , 159744.0 , 93
Reference Management Software , _r_6_18_19_22 , 159744.0 , 406
Reference Management Software , _r_6_18_19_23 , 159744.0 , 125
Reference Management Software , _r_6_18_19_24 , 159744.0 , 374
Reference Management Software , _r_6_25 , 309504.0 , 125
Reference Management Software , _r_6_25_26_27 , 159744.0 , 405
Reference Management Software , _r_6_25_26_28 , 159744.0 , 125
Reference Management Software , _r_6_25_26_29 , 159744.0 , 375
Reference Management Software , _r_6_25_26_30 , 159744.0 , 93
Reference Management Software , _r_6_25_26_31 , 159744.0 , 390
Reference Management Software , _r_6_32 , 159744.0 , 109
Reference Management Software , _r_6_7 , 319488.0 , 374
Reference Management Software , _r_6_9 , 98304.0 , 94
_r_2 , _r_2_3_4 , 147456.0 , 437
_r_2 , _r_2_3_5 , 172032.0 , 93
_r_2 , _r_33 , 294912.0 , 375
_r_2 , _r_33_34 , 294912.0 , 93
_r_2 , _r_33_39 , 147456.0 , 406
_r_2 , _r_33_40 , 196608.0 , 93
_r_2 , _r_41 , 159744.0 , 390
_r_2 , _r_6 , 319488.0 , 109
