FAMA-REAL-FM-17.xml , 25 , 1384.0 , 297
_person , acceptance , 904.0 , 63
_person , ammount , 452.0 , 219
_person , conditions , 904.0 , 62
_person , corporation , 56.0 , 203
_person , coverage , 904.0 , 62
_person , damage , 416.0 , 219
_person , direct , 452.0 , 62
_person , exception , 904.0 , 219
_person , illness , 448.0 , 46
_person , insurance_product , 904.0 , 219
_person , insured_object , 904.0 , 62
_person , life , 480.0 , 203
_person , loss , 256.0 , 62
_person , movable_property , 496.0 , 219
_person , own_risk , 452.0 , 47
_person , payee , 904.0 , 218
_person , payee_corporation , 480.0 , 78
_person , payment , 904.0 , 203
_person , periodical , 452.0 , 62
_person , person , 112.0 , 203
_person , premium , 904.0 , 62
_person , realty , 240.0 , 219
_person , service , 452.0 , 47
_person , unemployment , 480.0 , 218
acceptance , ammount , 692.0 , 62
acceptance , conditions , 1384.0 , 219
acceptance , corporation , 112.0 , 47
acceptance , coverage , 1384.0 , 234
acceptance , damage , 640.0 , 62
acceptance , direct , 692.0 , 203
acceptance , exception , 1384.0 , 47
acceptance , illness , 672.0 , 218
acceptance , insurance_product , 1384.0 , 47
acceptance , insured_object , 1384.0 , 203
acceptance , life , 736.0 , 47
acceptance , loss , 384.0 , 202
acceptance , movable_property , 744.0 , 63
acceptance , own_risk , 692.0 , 203
acceptance , payee , 1384.0 , 46
acceptance , payee_corporation , 960.0 , 219
acceptance , payment , 1384.0 , 62
acceptance , periodical , 692.0 , 203
acceptance , person , 168.0 , 62
acceptance , premium , 1384.0 , 219
acceptance , realty , 360.0 , 47
acceptance , service , 692.0 , 202
acceptance , unemployment , 736.0 , 78
ammount , conditions , 692.0 , 203
ammount , corporation , 56.0 , 63
ammount , coverage , 692.0 , 218
ammount , damage , 320.0 , 47
ammount , direct , 346.0 , 218
ammount , exception , 692.0 , 47
ammount , illness , 336.0 , 218
ammount , insurance_product , 692.0 , 47
ammount , insured_object , 692.0 , 219
ammount , life , 368.0 , 46
ammount , loss , 192.0 , 219
ammount , movable_property , 372.0 , 62
ammount , own_risk , 346.0 , 203
ammount , payee , 692.0 , 62
ammount , payee_corporation , 480.0 , 203
ammount , payment , 692.0 , 63
ammount , periodical , 346.0 , 202
ammount , person , 84.0 , 63
ammount , premium , 692.0 , 218
ammount , realty , 180.0 , 47
ammount , service , 0.0 , 218
ammount , unemployment , 368.0 , 47
conditions , corporation , 112.0 , 219
conditions , coverage , 1384.0 , 62
conditions , damage , 640.0 , 203
conditions , direct , 692.0 , 62
conditions , exception , 1384.0 , 219
conditions , illness , 672.0 , 46
conditions , insurance_product , 1384.0 , 219
conditions , insured_object , 1384.0 , 47
conditions , life , 736.0 , 218
conditions , loss , 384.0 , 62
conditions , movable_property , 744.0 , 219
conditions , own_risk , 692.0 , 62
conditions , payee , 1384.0 , 219
conditions , payee_corporation , 960.0 , 46
conditions , payment , 1384.0 , 234
conditions , periodical , 692.0 , 47
conditions , person , 168.0 , 219
conditions , premium , 1384.0 , 46
conditions , realty , 360.0 , 219
conditions , service , 692.0 , 47
conditions , unemployment , 736.0 , 218
corporation , coverage , 112.0 , 62
corporation , damage , 64.0 , 234
corporation , direct , 56.0 , 63
corporation , exception , 112.0 , 203
corporation , illness , 0.0 , 62
corporation , insurance_product , 112.0 , 218
corporation , insured_object , 112.0 , 47
corporation , life , 64.0 , 219
corporation , loss , 0.0 , 46
corporation , movable_property , 0.0 , 219
corporation , own_risk , 56.0 , 47
corporation , payee , 112.0 , 202
corporation , payee_corporation , 112.0 , 63
corporation , payment , 112.0 , 203
corporation , periodical , 56.0 , 62
corporation , person , 0.0 , 203
corporation , premium , 112.0 , 62
corporation , realty , 0.0 , 219
corporation , service , 56.0 , 46
corporation , unemployment , 64.0 , 219
coverage , damage , 640.0 , 47
coverage , direct , 692.0 , 218
coverage , exception , 1384.0 , 47
coverage , illness , 672.0 , 234
coverage , insurance_product , 1384.0 , 47
coverage , insured_object , 1384.0 , 218
coverage , life , 736.0 , 47
coverage , loss , 384.0 , 218
coverage , movable_property , 744.0 , 63
coverage , own_risk , 692.0 , 202
coverage , payee , 1384.0 , 63
coverage , payee_corporation , 960.0 , 203
coverage , payment , 1384.0 , 62
coverage , periodical , 692.0 , 203
coverage , person , 168.0 , 62
coverage , premium , 1384.0 , 219
coverage , realty , 360.0 , 46
coverage , service , 692.0 , 203
coverage , unemployment , 736.0 , 63
damage , direct , 320.0 , 218
damage , exception , 640.0 , 47
damage , illness , 288.0 , 218
damage , insurance_product , 640.0 , 47
damage , insured_object , 640.0 , 218
damage , life , 320.0 , 47
damage , loss , 192.0 , 219
damage , movable_property , 384.0 , 46
damage , own_risk , 320.0 , 219
damage , payee , 640.0 , 62
damage , payee_corporation , 448.0 , 203
damage , payment , 640.0 , 62
damage , periodical , 320.0 , 219
damage , person , 0.0 , 47
damage , premium , 640.0 , 202
damage , realty , 192.0 , 63
damage , service , 320.0 , 203
damage , unemployment , 320.0 , 62
direct , exception , 692.0 , 218
direct , illness , 336.0 , 47
direct , insurance_product , 692.0 , 203
direct , insured_object , 692.0 , 62
direct , life , 368.0 , 219
direct , loss , 192.0 , 62
direct , movable_property , 372.0 , 203
direct , own_risk , 346.0 , 62
direct , payee , 692.0 , 219
direct , payee_corporation , 480.0 , 47
direct , payment , 692.0 , 218
direct , periodical , 0.0 , 47
direct , person , 84.0 , 218
direct , premium , 692.0 , 47
direct , realty , 180.0 , 218
direct , service , 346.0 , 47
direct , unemployment , 368.0 , 219
exception , illness , 672.0 , 62
exception , insurance_product , 1384.0 , 203
exception , insured_object , 1384.0 , 47
exception , life , 736.0 , 218
exception , loss , 384.0 , 62
exception , movable_property , 744.0 , 203
exception , own_risk , 692.0 , 47
exception , payee , 1384.0 , 218
exception , payee_corporation , 960.0 , 63
exception , payment , 1384.0 , 203
exception , periodical , 692.0 , 62
exception , person , 168.0 , 203
exception , premium , 1384.0 , 62
exception , realty , 360.0 , 203
exception , service , 692.0 , 62
exception , unemployment , 736.0 , 203
illness , insurance_product , 672.0 , 63
illness , insured_object , 672.0 , 202
illness , life , 336.0 , 63
illness , loss , 192.0 , 218
illness , movable_property , 384.0 , 63
illness , own_risk , 336.0 , 202
illness , payee , 672.0 , 63
illness , payee_corporation , 448.0 , 203
illness , payment , 672.0 , 62
illness , periodical , 336.0 , 218
illness , person , 96.0 , 47
illness , premium , 672.0 , 219
illness , realty , 192.0 , 46
illness , service , 336.0 , 219
illness , unemployment , 336.0 , 62
insurance_product , insured_object , 1384.0 , 203
insurance_product , life , 736.0 , 47
insurance_product , loss , 384.0 , 218
insurance_product , movable_property , 744.0 , 63
insurance_product , own_risk , 692.0 , 202
insurance_product , payee , 1384.0 , 63
insurance_product , payee_corporation , 960.0 , 203
insurance_product , payment , 1384.0 , 62
insurance_product , periodical , 692.0 , 203
insurance_product , person , 168.0 , 62
