FAMA-model_20091210_241985787.xml , 16 , 3645.0 , 31
Mobile Games , _r_11 , 2430.0 , 78
Mobile Games , _r_11_13 , 1215.0 , 16
Mobile Games , _r_17 , 2430.0 , 62
Mobile Games , _r_17_19 , 1215.0 , 16
Mobile Games , _r_20 , 2430.0 , 78
Mobile Games , _r_20_22 , 1215.0 , 15
Mobile Games , _r_23 , 2430.0 , 78
Mobile Games , _r_23_24 , 1215.0 , 16
Mobile Games , _r_3 , 3645.0 , 78
Mobile Games , _r_3_29_30 , 1944.0 , 15
Mobile Games , _r_3_29_32 , 1944.0 , 63
Mobile Games , _r_3_29_33 , 1944.0 , 15
Mobile Games , _r_3_29_34 , 1944.0 , 63
Mobile Games , _r_9 , 2430.0 , 15
Mobile Games , _r_9_10 , 1215.0 , 63
_r_11 , _r_11_13 , 1215.0 , 31
_r_11 , _r_17 , 1620.0 , 62
_r_11 , _r_17_19 , 810.0 , 16
_r_11 , _r_20 , 1620.0 , 62
_r_11 , _r_20_22 , 810.0 , 16
_r_11 , _r_23 , 1620.0 , 62
_r_11 , _r_23_24 , 810.0 , 16
_r_11 , _r_3 , 2430.0 , 62
_r_11 , _r_3_29_30 , 1296.0 , 16
_r_11 , _r_3_29_32 , 1296.0 , 62
_r_11 , _r_3_29_33 , 1296.0 , 16
_r_11 , _r_3_29_34 , 1296.0 , 62
_r_11 , _r_9 , 1620.0 , 16
_r_11 , _r_9_10 , 810.0 , 62
_r_11_13 , _r_17 , 810.0 , 16
_r_11_13 , _r_17_19 , 405.0 , 62
_r_11_13 , _r_20 , 810.0 , 16
_r_11_13 , _r_20_22 , 405.0 , 62
_r_11_13 , _r_23 , 810.0 , 16
_r_11_13 , _r_23_24 , 405.0 , 62
_r_11_13 , _r_3 , 1215.0 , 16
_r_11_13 , _r_3_29_30 , 648.0 , 62
_r_11_13 , _r_3_29_32 , 648.0 , 16
_r_11_13 , _r_3_29_33 , 648.0 , 62
_r_11_13 , _r_3_29_34 , 648.0 , 16
_r_11_13 , _r_9 , 810.0 , 62
_r_11_13 , _r_9_10 , 405.0 , 16
_r_17 , _r_17_19 , 1215.0 , 62
_r_17 , _r_20 , 1620.0 , 16
_r_17 , _r_20_22 , 810.0 , 62
_r_17 , _r_23 , 1620.0 , 32
_r_17 , _r_23_24 , 810.0 , 62
_r_17 , _r_3 , 2430.0 , 16
_r_17 , _r_3_29_30 , 1296.0 , 62
_r_17 , _r_3_29_32 , 1296.0 , 16
_r_17 , _r_3_29_33 , 1296.0 , 62
_r_17 , _r_3_29_34 , 1296.0 , 16
_r_17 , _r_9 , 1620.0 , 62
_r_17 , _r_9_10 , 810.0 , 16
_r_17_19 , _r_20 , 810.0 , 62
_r_17_19 , _r_20_22 , 405.0 , 16
_r_17_19 , _r_23 , 810.0 , 62
_r_17_19 , _r_23_24 , 405.0 , 16
_r_17_19 , _r_3 , 1215.0 , 62
_r_17_19 , _r_3_29_30 , 648.0 , 16
_r_17_19 , _r_3_29_32 , 648.0 , 62
_r_17_19 , _r_3_29_33 , 648.0 , 16
_r_17_19 , _r_3_29_34 , 648.0 , 62
_r_17_19 , _r_9 , 810.0 , 16
_r_17_19 , _r_9_10 , 405.0 , 62
_r_20 , _r_20_22 , 1215.0 , 16
_r_20 , _r_23 , 1620.0 , 62
_r_20 , _r_23_24 , 810.0 , 16
_r_20 , _r_3 , 2430.0 , 62
_r_20 , _r_3_29_30 , 1296.0 , 16
_r_20 , _r_3_29_32 , 1296.0 , 62
_r_20 , _r_3_29_33 , 1296.0 , 16
_r_20 , _r_3_29_34 , 1296.0 , 62
_r_20 , _r_9 , 1620.0 , 16
_r_20 , _r_9_10 , 810.0 , 62
_r_20_22 , _r_23 , 810.0 , 16
_r_20_22 , _r_23_24 , 405.0 , 62
_r_20_22 , _r_3 , 1215.0 , 16
