FAMA-model_20100529_1010171189.xml , 22 , 1152.0 , 172
JCalc , _r_11 , 960.0 , 406
JCalc , _r_11_12_13 , 192.0 , 109
JCalc , _r_11_12_14 , 192.0 , 406
JCalc , _r_11_12_15 , 192.0 , 109
JCalc , _r_11_12_16 , 192.0 , 405
JCalc , _r_11_12_17 , 192.0 , 110
JCalc , _r_18 , 1152.0 , 530
JCalc , _r_18_19_20 , 384.0 , 109
JCalc , _r_18_19_23 , 384.0 , 406
JCalc , _r_18_19_24 , 384.0 , 109
JCalc , _r_19 , 576.0 , 406
JCalc , _r_2 , 1152.0 , 93
JCalc , _r_20 , 576.0 , 468
JCalc , _r_25 , 576.0 , 125
JCalc , _r_2_3_4 , 576.0 , 390
JCalc , _r_2_3_5 , 576.0 , 94
JCalc , _r_6 , 1152.0 , 405
JCalc , _r_6_10 , 576.0 , 125
JCalc , _r_6_7 , 1152.0 , 390
JCalc , _r_6_8 , 1152.0 , 94
JCalc , _r_6_9 , 576.0 , 390
_r_11 , _r_11_12_13 , 192.0 , 109
_r_11 , _r_11_12_14 , 192.0 , 374
_r_11 , _r_11_12_15 , 192.0 , 109
_r_11 , _r_11_12_16 , 192.0 , 359
_r_11 , _r_11_12_17 , 192.0 , 109
_r_11 , _r_18 , 960.0 , 375
_r_11 , _r_18_19_20 , 320.0 , 93
_r_11 , _r_18_19_23 , 320.0 , 359
_r_11 , _r_18_19_24 , 320.0 , 94
_r_11 , _r_19 , 480.0 , 374
_r_11 , _r_2 , 960.0 , 94
_r_11 , _r_20 , 480.0 , 390
_r_11 , _r_25 , 480.0 , 93
_r_11 , _r_2_3_4 , 480.0 , 390
_r_11 , _r_2_3_5 , 480.0 , 94
_r_11 , _r_6 , 960.0 , 374
_r_11 , _r_6_10 , 480.0 , 94
_r_11 , _r_6_7 , 960.0 , 374
_r_11 , _r_6_8 , 960.0 , 94
_r_11 , _r_6_9 , 480.0 , 374
_r_11_12_13 , _r_11_12_14 , 0.0 , 94
_r_11_12_13 , _r_11_12_15 , 0.0 , 390
