FAMA-model_20100216_713947806.xml , 12 , 8.0 , 188
PLC , YM_Test , 4.0 , 31
PLC , _r_11 , 4.0 , 140
PLC , _r_11_12 , 2.0 , 47
PLC , _r_11_13 , 2.0 , 140
PLC , _r_2 , 4.0 , 32
PLC , _r_3 , 4.0 , 140
PLC , _r_4 , 4.0 , 31
PLC , _r_5 , 4.0 , 141
PLC , _r_7 , 4.0 , 46
PLC , _r_8 , 4.0 , 141
PLC , _r_9 , 4.0 , 31
YM_Test , _r_11 , 8.0 , 140
YM_Test , _r_11_12 , 4.0 , 32
YM_Test , _r_11_13 , 4.0 , 140
YM_Test , _r_2 , 8.0 , 31
YM_Test , _r_3 , 8.0 , 141
YM_Test , _r_4 , 8.0 , 46
YM_Test , _r_5 , 8.0 , 125
YM_Test , _r_7 , 8.0 , 31
YM_Test , _r_8 , 8.0 , 141
YM_Test , _r_9 , 8.0 , 47
_r_11 , _r_11_12 , 4.0 , 140
_r_11 , _r_11_13 , 4.0 , 31
_r_11 , _r_2 , 8.0 , 141
_r_11 , _r_3 , 8.0 , 31
_r_11 , _r_4 , 8.0 , 140
_r_11 , _r_5 , 8.0 , 31
_r_11 , _r_7 , 8.0 , 141
_r_11 , _r_8 , 8.0 , 31
_r_11 , _r_9 , 8.0 , 140
_r_11_12 , _r_11_13 , 2.0 , 32
_r_11_12 , _r_2 , 4.0 , 140
_r_11_12 , _r_3 , 4.0 , 31
_r_11_12 , _r_4 , 4.0 , 141
_r_11_12 , _r_5 , 4.0 , 31
_r_11_12 , _r_7 , 4.0 , 140
_r_11_12 , _r_8 , 4.0 , 31
_r_11_12 , _r_9 , 4.0 , 141
_r_11_13 , _r_2 , 4.0 , 31
_r_11_13 , _r_3 , 4.0 , 140
_r_11_13 , _r_4 , 4.0 , 32
_r_11_13 , _r_5 , 4.0 , 140
_r_11_13 , _r_7 , 4.0 , 31
_r_11_13 , _r_8 , 4.0 , 141
_r_11_13 , _r_9 , 4.0 , 31
_r_2 , _r_3 , 8.0 , 140
_r_2 , _r_4 , 8.0 , 31
_r_2 , _r_5 , 8.0 , 141
_r_2 , _r_7 , 8.0 , 31
_r_2 , _r_8 , 8.0 , 140
_r_2 , _r_9 , 8.0 , 32
_r_3 , _r_4 , 8.0 , 140
_r_3 , _r_5 , 8.0 , 31
_r_3 , _r_7 , 8.0 , 141
_r_3 , _r_8 , 8.0 , 31
_r_3 , _r_9 , 8.0 , 140
_r_4 , _r_5 , 8.0 , 31
_r_4 , _r_7 , 8.0 , 141
_r_4 , _r_8 , 8.0 , 31
_r_4 , _r_9 , 8.0 , 140
_r_5 , _r_7 , 8.0 , 32
_r_5 , _r_8 , 8.0 , 140
_r_5 , _r_9 , 8.0 , 31
_r_7 , _r_8 , 8.0 , 141
_r_7 , _r_9 , 8.0 , 31
_r_8 , _r_9 , 8.0 , 140
5709,66
