FAMA-model_20091210_993249741.xml , 29 , 43008.0 , 16
ATM software , _r_1 , 43008.0 , 78
ATM software , _r_1_5_6 , 21504.0 , 15
ATM software , _r_1_5_7 , 21504.0 , 78
ATM software , _r_2 , 43008.0 , 16
ATM software , _r_2_10 , 43008.0 , 62
ATM software , _r_2_12 , 21504.0 , 31
ATM software , _r_2_13 , 43008.0 , 63
ATM software , _r_2_14 , 21504.0 , 15
ATM software , _r_2_15 , 21504.0 , 63
ATM software , _r_2_16 , 37632.0 , 15
ATM software , _r_2_16_17_18 , 21504.0 , 63
ATM software , _r_2_16_17_19 , 21504.0 , 15
ATM software , _r_2_16_17_20 , 21504.0 , 63
ATM software , _r_2_21 , 21504.0 , 15
ATM software , _r_2_22 , 21504.0 , 63
ATM software , _r_2_24 , 21504.0 , 31
ATM software , _r_2_25 , 43008.0 , 62
ATM software , _r_2_3 , 43008.0 , 16
ATM software , _r_2_8 , 43008.0 , 62
ATM software , _r_2_9 , 21504.0 , 16
ATM software , _r_4 , 40960.0 , 62
ATM software , _r_4_26 , 20480.0 , 16
ATM software , _r_4_27 , 20480.0 , 62
ATM software , _r_4_30 , 32768.0 , 16
ATM software , _r_4_30_31_32 , 8192.0 , 62
ATM software , _r_4_30_31_33 , 8192.0 , 16
ATM software , _r_4_30_31_34 , 8192.0 , 62
ATM software , _r_4_30_31_35 , 8192.0 , 16
_r_1 , _r_1_5_6 , 21504.0 , 62
_r_1 , _r_1_5_7 , 21504.0 , 16
_r_1 , _r_2 , 43008.0 , 62
_r_1 , _r_2_10 , 43008.0 , 16
_r_1 , _r_2_12 , 21504.0 , 62
_r_1 , _r_2_13 , 43008.0 , 16
_r_1 , _r_2_14 , 21504.0 , 62
_r_1 , _r_2_15 , 21504.0 , 16
_r_1 , _r_2_16 , 37632.0 , 62
_r_1 , _r_2_16_17_18 , 21504.0 , 16
_r_1 , _r_2_16_17_19 , 21504.0 , 46
_r_1 , _r_2_16_17_20 , 21504.0 , 32
_r_1 , _r_2_21 , 21504.0 , 62
_r_1 , _r_2_22 , 21504.0 , 16
_r_1 , _r_2_24 , 21504.0 , 62
_r_1 , _r_2_25 , 43008.0 , 16
_r_1 , _r_2_3 , 43008.0 , 62
_r_1 , _r_2_8 , 43008.0 , 16
_r_1 , _r_2_9 , 21504.0 , 62
_r_1 , _r_4 , 40960.0 , 16
_r_1 , _r_4_26 , 20480.0 , 62
_r_1 , _r_4_27 , 20480.0 , 16
_r_1 , _r_4_30 , 32768.0 , 62
_r_1 , _r_4_30_31_32 , 8192.0 , 16
_r_1 , _r_4_30_31_33 , 8192.0 , 62
_r_1 , _r_4_30_31_34 , 8192.0 , 16
_r_1 , _r_4_30_31_35 , 8192.0 , 62
_r_1_5_6 , _r_1_5_7 , 0.0 , 16
_r_1_5_6 , _r_2 , 21504.0 , 62
_r_1_5_6 , _r_2_10 , 21504.0 , 16
_r_1_5_6 , _r_2_12 , 10752.0 , 62
_r_1_5_6 , _r_2_13 , 21504.0 , 16
_r_1_5_6 , _r_2_14 , 10752.0 , 62
_r_1_5_6 , _r_2_15 , 10752.0 , 16
_r_1_5_6 , _r_2_16 , 18816.0 , 62
_r_1_5_6 , _r_2_16_17_18 , 10752.0 , 16
_r_1_5_6 , _r_2_16_17_19 , 10752.0 , 62
_r_1_5_6 , _r_2_16_17_20 , 10752.0 , 16
_r_1_5_6 , _r_2_21 , 10752.0 , 62
_r_1_5_6 , _r_2_22 , 10752.0 , 16
_r_1_5_6 , _r_2_24 , 10752.0 , 62
_r_1_5_6 , _r_2_25 , 21504.0 , 31
_r_1_5_6 , _r_2_3 , 21504.0 , 63
_r_1_5_6 , _r_2_8 , 21504.0 , 15
_r_1_5_6 , _r_2_9 , 10752.0 , 63
_r_1_5_6 , _r_4 , 20480.0 , 15
_r_1_5_6 , _r_4_26 , 10240.0 , 63
_r_1_5_6 , _r_4_27 , 10240.0 , 15
_r_1_5_6 , _r_4_30 , 16384.0 , 63
_r_1_5_6 , _r_4_30_31_32 , 4096.0 , 15
_r_1_5_6 , _r_4_30_31_33 , 4096.0 , 63
_r_1_5_6 , _r_4_30_31_34 , 4096.0 , 15
_r_1_5_6 , _r_4_30_31_35 , 4096.0 , 63
_r_1_5_7 , _r_2 , 21504.0 , 15
_r_1_5_7 , _r_2_10 , 21504.0 , 63
_r_1_5_7 , _r_2_12 , 10752.0 , 15
_r_1_5_7 , _r_2_13 , 21504.0 , 63
_r_1_5_7 , _r_2_14 , 10752.0 , 15
_r_1_5_7 , _r_2_15 , 10752.0 , 63
_r_1_5_7 , _r_2_16 , 18816.0 , 15
_r_1_5_7 , _r_2_16_17_18 , 10752.0 , 63
_r_1_5_7 , _r_2_16_17_19 , 10752.0 , 15
_r_1_5_7 , _r_2_16_17_20 , 10752.0 , 63
_r_1_5_7 , _r_2_21 , 10752.0 , 15
_r_1_5_7 , _r_2_22 , 10752.0 , 63
_r_1_5_7 , _r_2_24 , 10752.0 , 15
_r_1_5_7 , _r_2_25 , 21504.0 , 63
_r_1_5_7 , _r_2_3 , 21504.0 , 16
_r_1_5_7 , _r_2_8 , 21504.0 , 62
_r_1_5_7 , _r_2_9 , 10752.0 , 16
_r_1_5_7 , _r_4 , 20480.0 , 62
_r_1_5_7 , _r_4_26 , 10240.0 , 16
_r_1_5_7 , _r_4_27 , 10240.0 , 62
_r_1_5_7 , _r_4_30 , 16384.0 , 16
_r_1_5_7 , _r_4_30_31_32 , 4096.0 , 62
_r_1_5_7 , _r_4_30_31_33 , 4096.0 , 16
_r_1_5_7 , _r_4_30_31_34 , 4096.0 , 62
_r_1_5_7 , _r_4_30_31_35 , 4096.0 , 16
_r_2 , _r_2_10 , 43008.0 , 62
_r_2 , _r_2_12 , 21504.0 , 16
_r_2 , _r_2_13 , 43008.0 , 62
_r_2 , _r_2_14 , 21504.0 , 16
_r_2 , _r_2_15 , 21504.0 , 62
_r_2 , _r_2_16 , 37632.0 , 16
_r_2 , _r_2_16_17_18 , 21504.0 , 62
_r_2 , _r_2_16_17_19 , 21504.0 , 16
_r_2 , _r_2_16_17_20 , 21504.0 , 62
_r_2 , _r_2_21 , 21504.0 , 16
_r_2 , _r_2_22 , 21504.0 , 62
_r_2 , _r_2_24 , 21504.0 , 16
_r_2 , _r_2_25 , 43008.0 , 62
_r_2 , _r_2_3 , 43008.0 , 16
_r_2 , _r_2_8 , 43008.0 , 62
_r_2 , _r_2_9 , 21504.0 , 31
_r_2 , _r_4 , 40960.0 , 47
_r_2 , _r_4_26 , 20480.0 , 31
_r_2 , _r_4_27 , 20480.0 , 63
_r_2 , _r_4_30 , 32768.0 , 15
_r_2 , _r_4_30_31_32 , 8192.0 , 63
_r_2 , _r_4_30_31_33 , 8192.0 , 15
_r_2 , _r_4_30_31_34 , 8192.0 , 63
_r_2 , _r_4_30_31_35 , 8192.0 , 15
_r_2_10 , _r_2_12 , 21504.0 , 63
_r_2_10 , _r_2_13 , 43008.0 , 15
_r_2_10 , _r_2_14 , 21504.0 , 63
_r_2_10 , _r_2_15 , 21504.0 , 15
_r_2_10 , _r_2_16 , 37632.0 , 63
_r_2_10 , _r_2_16_17_18 , 21504.0 , 15
_r_2_10 , _r_2_16_17_19 , 21504.0 , 63
_r_2_10 , _r_2_16_17_20 , 21504.0 , 15
_r_2_10 , _r_2_21 , 21504.0 , 63
_r_2_10 , _r_2_22 , 21504.0 , 15
_r_2_10 , _r_2_24 , 21504.0 , 63
_r_2_10 , _r_2_25 , 43008.0 , 15
_r_2_10 , _r_2_3 , 43008.0 , 63
_r_2_10 , _r_2_8 , 43008.0 , 15
_r_2_10 , _r_2_9 , 21504.0 , 63
_r_2_10 , _r_4 , 40960.0 , 15
_r_2_10 , _r_4_26 , 20480.0 , 63
_r_2_10 , _r_4_27 , 20480.0 , 15
_r_2_10 , _r_4_30 , 32768.0 , 63
_r_2_10 , _r_4_30_31_32 , 8192.0 , 31
_r_2_10 , _r_4_30_31_33 , 8192.0 , 47
_r_2_10 , _r_4_30_31_34 , 8192.0 , 31
_r_2_10 , _r_4_30_31_35 , 8192.0 , 62
_r_2_12 , _r_2_13 , 21504.0 , 16
_r_2_12 , _r_2_14 , 10752.0 , 62
_r_2_12 , _r_2_15 , 10752.0 , 16
_r_2_12 , _r_2_16 , 18816.0 , 62
_r_2_12 , _r_2_16_17_18 , 10752.0 , 16
_r_2_12 , _r_2_16_17_19 , 10752.0 , 62
_r_2_12 , _r_2_16_17_20 , 10752.0 , 16
_r_2_12 , _r_2_21 , 10752.0 , 62
_r_2_12 , _r_2_22 , 10752.0 , 16
_r_2_12 , _r_2_24 , 10752.0 , 62
_r_2_12 , _r_2_25 , 21504.0 , 16
_r_2_12 , _r_2_3 , 21504.0 , 62
_r_2_12 , _r_2_8 , 21504.0 , 16
_r_2_12 , _r_2_9 , 10752.0 , 62
_r_2_12 , _r_4 , 20480.0 , 16
_r_2_12 , _r_4_26 , 10240.0 , 62
_r_2_12 , _r_4_27 , 10240.0 , 16
_r_2_12 , _r_4_30 , 16384.0 , 62
_r_2_12 , _r_4_30_31_32 , 4096.0 , 16
_r_2_12 , _r_4_30_31_33 , 4096.0 , 62
_r_2_12 , _r_4_30_31_34 , 4096.0 , 16
_r_2_12 , _r_4_30_31_35 , 4096.0 , 62
_r_2_13 , _r_2_14 , 21504.0 , 32
_r_2_13 , _r_2_15 , 21504.0 , 46
_r_2_13 , _r_2_16 , 37632.0 , 32
_r_2_13 , _r_2_16_17_18 , 21504.0 , 62
_r_2_13 , _r_2_16_17_19 , 21504.0 , 16
_r_2_13 , _r_2_16_17_20 , 21504.0 , 62
_r_2_13 , _r_2_21 , 21504.0 , 16
_r_2_13 , _r_2_22 , 21504.0 , 62
_r_2_13 , _r_2_24 , 21504.0 , 16
_r_2_13 , _r_2_25 , 43008.0 , 62
_r_2_13 , _r_2_3 , 43008.0 , 16
_r_2_13 , _r_2_8 , 43008.0 , 62
_r_2_13 , _r_2_9 , 21504.0 , 16
_r_2_13 , _r_4 , 40960.0 , 62
_r_2_13 , _r_4_26 , 20480.0 , 16
_r_2_13 , _r_4_27 , 20480.0 , 62
_r_2_13 , _r_4_30 , 32768.0 , 16
_r_2_13 , _r_4_30_31_32 , 8192.0 , 62
_r_2_13 , _r_4_30_31_33 , 8192.0 , 16
_r_2_13 , _r_4_30_31_34 , 8192.0 , 62
_r_2_13 , _r_4_30_31_35 , 8192.0 , 31
_r_2_14 , _r_2_15 , 10752.0 , 63
_r_2_14 , _r_2_16 , 18816.0 , 15
_r_2_14 , _r_2_16_17_18 , 10752.0 , 63
_r_2_14 , _r_2_16_17_19 , 10752.0 , 15
_r_2_14 , _r_2_16_17_20 , 10752.0 , 63
_r_2_14 , _r_2_21 , 10752.0 , 15
_r_2_14 , _r_2_22 , 10752.0 , 63
_r_2_14 , _r_2_24 , 10752.0 , 15
_r_2_14 , _r_2_25 , 21504.0 , 63
_r_2_14 , _r_2_3 , 21504.0 , 15
_r_2_14 , _r_2_8 , 21504.0 , 63
_r_2_14 , _r_2_9 , 10752.0 , 15
_r_2_14 , _r_4 , 20480.0 , 63
_r_2_14 , _r_4_26 , 10240.0 , 15
_r_2_14 , _r_4_27 , 10240.0 , 63
_r_2_14 , _r_4_30 , 16384.0 , 15
_r_2_14 , _r_4_30_31_32 , 4096.0 , 63
_r_2_14 , _r_4_30_31_33 , 4096.0 , 31
_r_2_14 , _r_4_30_31_34 , 4096.0 , 62
_r_2_14 , _r_4_30_31_35 , 4096.0 , 16
_r_2_15 , _r_2_16 , 18816.0 , 62
_r_2_15 , _r_2_16_17_18 , 10752.0 , 16
_r_2_15 , _r_2_16_17_19 , 10752.0 , 62
_r_2_15 , _r_2_16_17_20 , 10752.0 , 31
_r_2_15 , _r_2_21 , 10752.0 , 63
_r_2_15 , _r_2_22 , 10752.0 , 15
_r_2_15 , _r_2_24 , 10752.0 , 63
_r_2_15 , _r_2_25 , 21504.0 , 15
_r_2_15 , _r_2_3 , 21504.0 , 63
_r_2_15 , _r_2_8 , 21504.0 , 15
_r_2_15 , _r_2_9 , 10752.0 , 63
_r_2_15 , _r_4 , 20480.0 , 31
