FAMA-model_20091015_449909368.xml , 10 , 12.0 , 140
SAL , _r_1 , 12.0 , 203
SAL , _r_1_4 , 12.0 , 31
SAL , _r_1_5 , 4.0 , 140
SAL , _r_2 , 12.0 , 32
SAL , _r_2_6_7 , 6.0 , 156
SAL , _r_2_6_8 , 6.0 , 46
SAL , _r_3 , 10.0 , 141
SAL , _r_3_9_10 , 6.0 , 31
SAL , _r_3_9_11 , 8.0 , 140
_r_1 , _r_1_4 , 12.0 , 32
_r_1 , _r_1_5 , 4.0 , 140
_r_1 , _r_2 , 12.0 , 31
_r_1 , _r_2_6_7 , 6.0 , 141
_r_1 , _r_2_6_8 , 6.0 , 31
_r_1 , _r_3 , 10.0 , 140
_r_1 , _r_3_9_10 , 6.0 , 31
_r_1 , _r_3_9_11 , 8.0 , 140
_r_1_4 , _r_1_5 , 4.0 , 47
_r_1_4 , _r_2 , 12.0 , 125
_r_1_4 , _r_2_6_7 , 6.0 , 47
_r_1_4 , _r_2_6_8 , 6.0 , 125
_r_1_4 , _r_3 , 10.0 , 46
_r_1_4 , _r_3_9_10 , 6.0 , 125
_r_1_4 , _r_3_9_11 , 8.0 , 47
_r_1_5 , _r_2 , 4.0 , 125
_r_1_5 , _r_2_6_7 , 2.0 , 47
_r_1_5 , _r_2_6_8 , 2.0 , 140
_r_1_5 , _r_3 , 4.0 , 47
_r_1_5 , _r_3_9_10 , 2.0 , 140
_r_1_5 , _r_3_9_11 , 4.0 , 47
_r_2 , _r_2_6_7 , 6.0 , 125
_r_2 , _r_2_6_8 , 6.0 , 47
_r_2 , _r_3 , 10.0 , 124
_r_2 , _r_3_9_10 , 6.0 , 47
_r_2 , _r_3_9_11 , 8.0 , 125
_r_2_6_7 , _r_2_6_8 , 0.0 , 47
_r_2_6_7 , _r_3 , 5.0 , 140
_r_2_6_7 , _r_3_9_10 , 3.0 , 31
_r_2_6_7 , _r_3_9_11 , 4.0 , 156
_r_2_6_8 , _r_3 , 5.0 , 32
_r_2_6_8 , _r_3_9_10 , 3.0 , 140
_r_2_6_8 , _r_3_9_11 , 4.0 , 31
_r_3 , _r_3_9_10 , 6.0 , 141
_r_3 , _r_3_9_11 , 8.0 , 31
_r_3_9_10 , _r_3_9_11 , 4.0 , 140
4071,45
