FAMA-model_20091225_1547989376.xml , 29 , 197376.0 , 93
ModeloAgen , _r_1 , 197376.0 , 16
ModeloAgen , _r_17 , 148032.0 , 62
ModeloAgen , _r_17_19_20 , 98688.0 , 31
ModeloAgen , _r_17_19_21 , 98688.0 , 63
ModeloAgen , _r_1_13 , 197376.0 , 15
ModeloAgen , _r_1_13_14_15 , 98688.0 , 78
ModeloAgen , _r_1_13_14_16 , 98688.0 , 16
ModeloAgen , _r_1_22 , 197376.0 , 62
ModeloAgen , _r_1_31 , 195840.0 , 16
ModeloAgen , _r_1_31_32_33 , 104448.0 , 78
ModeloAgen , _r_1_31_32_34 , 104448.0 , 16
ModeloAgen , _r_1_31_32_35 , 104448.0 , 62
ModeloAgen , _r_1_31_32_36 , 104448.0 , 16
ModeloAgen , _r_1_7 , 98688.0 , 62
ModeloAgen , _r_1_8 , 98688.0 , 31
ModeloAgen , _r_1_9 , 148032.0 , 63
ModeloAgen , _r_1_9_10_11 , 98688.0 , 15
ModeloAgen , _r_1_9_10_12 , 98688.0 , 63
ModeloAgen , _r_2 , 131584.0 , 31
ModeloAgen , _r_2_6 , 65792.0 , 62
ModeloAgen , _r_3 , 172800.0 , 16
ModeloAgen , _r_3_25 , 172800.0 , 62
ModeloAgen , _r_3_25_26_27 , 92160.0 , 16
ModeloAgen , _r_3_25_26_28 , 92160.0 , 78
ModeloAgen , _r_3_25_26_29 , 92160.0 , 15
ModeloAgen , _r_3_25_26_30 , 92160.0 , 63
ModeloAgen , _r_4 , 185088.0 , 15
ModeloAgen , _r_5 , 98688.0 , 78
_r_1 , _r_17 , 148032.0 , 16
_r_1 , _r_17_19_20 , 98688.0 , 62
_r_1 , _r_17_19_21 , 98688.0 , 16
_r_1 , _r_1_13 , 197376.0 , 62
_r_1 , _r_1_13_14_15 , 98688.0 , 16
_r_1 , _r_1_13_14_16 , 98688.0 , 78
_r_1 , _r_1_22 , 197376.0 , 16
_r_1 , _r_1_31 , 195840.0 , 62
_r_1 , _r_1_31_32_33 , 104448.0 , 16
_r_1 , _r_1_31_32_34 , 104448.0 , 62
_r_1 , _r_1_31_32_35 , 104448.0 , 16
_r_1 , _r_1_31_32_36 , 104448.0 , 78
_r_1 , _r_1_7 , 98688.0 , 15
_r_1 , _r_1_8 , 98688.0 , 63
_r_1 , _r_1_9 , 148032.0 , 15
_r_1 , _r_1_9_10_11 , 98688.0 , 63
_r_1 , _r_1_9_10_12 , 98688.0 , 15
_r_1 , _r_2 , 131584.0 , 78
_r_1 , _r_2_6 , 65792.0 , 16
_r_1 , _r_3 , 172800.0 , 62
_r_1 , _r_3_25 , 172800.0 , 16
_r_1 , _r_3_25_26_27 , 92160.0 , 62
_r_1 , _r_3_25_26_28 , 92160.0 , 31
_r_1 , _r_3_25_26_29 , 92160.0 , 63
_r_1 , _r_3_25_26_30 , 92160.0 , 15
_r_1 , _r_4 , 185088.0 , 63
_r_1 , _r_5 , 98688.0 , 31
_r_17 , _r_17_19_20 , 98688.0 , 62
_r_17 , _r_17_19_21 , 98688.0 , 16
_r_17 , _r_1_13 , 148032.0 , 62
_r_17 , _r_1_13_14_15 , 74016.0 , 16
_r_17 , _r_1_13_14_16 , 74016.0 , 78
_r_17 , _r_1_22 , 148032.0 , 16
_r_17 , _r_1_31 , 146880.0 , 62
_r_17 , _r_1_31_32_33 , 78336.0 , 16
_r_17 , _r_1_31_32_34 , 78336.0 , 62
_r_17 , _r_1_31_32_35 , 78336.0 , 16
_r_17 , _r_1_31_32_36 , 78336.0 , 78
_r_17 , _r_1_7 , 74016.0 , 15
_r_17 , _r_1_8 , 74016.0 , 63
_r_17 , _r_1_9 , 111024.0 , 15
_r_17 , _r_1_9_10_11 , 74016.0 , 63
_r_17 , _r_1_9_10_12 , 74016.0 , 15
_r_17 , _r_2 , 98688.0 , 78
_r_17 , _r_2_6 , 49344.0 , 16
_r_17 , _r_3 , 129600.0 , 62
_r_17 , _r_3_25 , 129600.0 , 16
_r_17 , _r_3_25_26_27 , 69120.0 , 78
_r_17 , _r_3_25_26_28 , 69120.0 , 15
_r_17 , _r_3_25_26_29 , 69120.0 , 63
_r_17 , _r_3_25_26_30 , 69120.0 , 15
_r_17 , _r_4 , 138816.0 , 63
_r_17 , _r_5 , 74016.0 , 31
_r_17_19_20 , _r_17_19_21 , 49344.0 , 62
_r_17_19_20 , _r_1_13 , 98688.0 , 16
_r_17_19_20 , _r_1_13_14_15 , 49344.0 , 62
_r_17_19_20 , _r_1_13_14_16 , 49344.0 , 16
_r_17_19_20 , _r_1_22 , 98688.0 , 62
_r_17_19_20 , _r_1_31 , 97920.0 , 32
_r_17_19_20 , _r_1_31_32_33 , 52224.0 , 62
_r_17_19_20 , _r_1_31_32_34 , 52224.0 , 16
_r_17_19_20 , _r_1_31_32_35 , 52224.0 , 62
_r_17_19_20 , _r_1_31_32_36 , 52224.0 , 16
_r_17_19_20 , _r_1_7 , 49344.0 , 62
_r_17_19_20 , _r_1_8 , 49344.0 , 31
_r_17_19_20 , _r_1_9 , 74016.0 , 63
_r_17_19_20 , _r_1_9_10_11 , 49344.0 , 15
_r_17_19_20 , _r_1_9_10_12 , 49344.0 , 63
_r_17_19_20 , _r_2 , 65792.0 , 15
_r_17_19_20 , _r_2_6 , 32896.0 , 63
_r_17_19_20 , _r_3 , 86400.0 , 31
_r_17_19_20 , _r_3_25 , 86400.0 , 62
_r_17_19_20 , _r_3_25_26_27 , 46080.0 , 16
_r_17_19_20 , _r_3_25_26_28 , 46080.0 , 62
_r_17_19_20 , _r_3_25_26_29 , 46080.0 , 31
_r_17_19_20 , _r_3_25_26_30 , 46080.0 , 63
_r_17_19_20 , _r_4 , 92544.0 , 15
_r_17_19_20 , _r_5 , 49344.0 , 63
_r_17_19_21 , _r_1_13 , 98688.0 , 15
_r_17_19_21 , _r_1_13_14_15 , 49344.0 , 78
_r_17_19_21 , _r_1_13_14_16 , 49344.0 , 16
_r_17_19_21 , _r_1_22 , 98688.0 , 62
_r_17_19_21 , _r_1_31 , 97920.0 , 16
_r_17_19_21 , _r_1_31_32_33 , 52224.0 , 62
_r_17_19_21 , _r_1_31_32_34 , 52224.0 , 16
_r_17_19_21 , _r_1_31_32_35 , 52224.0 , 78
_r_17_19_21 , _r_1_31_32_36 , 52224.0 , 16
_r_17_19_21 , _r_1_7 , 49344.0 , 62
_r_17_19_21 , _r_1_8 , 49344.0 , 16
_r_17_19_21 , _r_1_9 , 74016.0 , 62
_r_17_19_21 , _r_1_9_10_11 , 49344.0 , 31
_r_17_19_21 , _r_1_9_10_12 , 49344.0 , 63
_r_17_19_21 , _r_2 , 65792.0 , 15
_r_17_19_21 , _r_2_6 , 32896.0 , 63
_r_17_19_21 , _r_3 , 86400.0 , 15
_r_17_19_21 , _r_3_25 , 86400.0 , 63
_r_17_19_21 , _r_3_25_26_27 , 46080.0 , 31
_r_17_19_21 , _r_3_25_26_28 , 46080.0 , 62
_r_17_19_21 , _r_3_25_26_29 , 46080.0 , 16
_r_17_19_21 , _r_3_25_26_30 , 46080.0 , 62
_r_17_19_21 , _r_4 , 92544.0 , 31
_r_17_19_21 , _r_5 , 49344.0 , 63
_r_1_13 , _r_1_13_14_15 , 98688.0 , 15
_r_1_13 , _r_1_13_14_16 , 98688.0 , 63
_r_1_13 , _r_1_22 , 197376.0 , 15
_r_1_13 , _r_1_31 , 195840.0 , 63
_r_1_13 , _r_1_31_32_33 , 104448.0 , 31
_r_1_13 , _r_1_31_32_34 , 104448.0 , 62
_r_1_13 , _r_1_31_32_35 , 104448.0 , 16
_r_1_13 , _r_1_31_32_36 , 104448.0 , 62
_r_1_13 , _r_1_7 , 98688.0 , 16
_r_1_13 , _r_1_8 , 98688.0 , 62
_r_1_13 , _r_1_9 , 148032.0 , 32
_r_1_13 , _r_1_9_10_11 , 98688.0 , 62
_r_1_13 , _r_1_9_10_12 , 98688.0 , 16
_r_1_13 , _r_2 , 131584.0 , 62
_r_1_13 , _r_2_6 , 65792.0 , 16
_r_1_13 , _r_3 , 172800.0 , 62
_r_1_13 , _r_3_25 , 172800.0 , 15
_r_1_13 , _r_3_25_26_27 , 92160.0 , 63
_r_1_13 , _r_3_25_26_28 , 92160.0 , 15
_r_1_13 , _r_3_25_26_29 , 92160.0 , 62
_r_1_13 , _r_3_25_26_30 , 92160.0 , 16
_r_1_13 , _r_4 , 185088.0 , 62
_r_1_13 , _r_5 , 98688.0 , 16
_r_1_13_14_15 , _r_1_13_14_16 , 0.0 , 62
_r_1_13_14_15 , _r_1_22 , 98688.0 , 31
_r_1_13_14_15 , _r_1_31 , 97920.0 , 63
_r_1_13_14_15 , _r_1_31_32_33 , 52224.0 , 15
_r_1_13_14_15 , _r_1_31_32_34 , 52224.0 , 63
_r_1_13_14_15 , _r_1_31_32_35 , 52224.0 , 15
_r_1_13_14_15 , _r_1_31_32_36 , 52224.0 , 63
_r_1_13_14_15 , _r_1_7 , 49344.0 , 31
_r_1_13_14_15 , _r_1_8 , 49344.0 , 62
_r_1_13_14_15 , _r_1_9 , 74016.0 , 16
_r_1_13_14_15 , _r_1_9_10_11 , 49344.0 , 62
_r_1_13_14_15 , _r_1_9_10_12 , 49344.0 , 16
_r_1_13_14_15 , _r_2 , 65792.0 , 62
_r_1_13_14_15 , _r_2_6 , 32896.0 , 32
_r_1_13_14_15 , _r_3 , 86400.0 , 62
_r_1_13_14_15 , _r_3_25 , 86400.0 , 16
_r_1_13_14_15 , _r_3_25_26_27 , 46080.0 , 62
_r_1_13_14_15 , _r_3_25_26_28 , 46080.0 , 16
_r_1_13_14_15 , _r_3_25_26_29 , 46080.0 , 78
_r_1_13_14_15 , _r_3_25_26_30 , 46080.0 , 15
_r_1_13_14_15 , _r_4 , 92544.0 , 63
_r_1_13_14_15 , _r_5 , 49344.0 , 15
_r_1_13_14_16 , _r_1_22 , 98688.0 , 78
_r_1_13_14_16 , _r_1_31 , 97920.0 , 16
_r_1_13_14_16 , _r_1_31_32_33 , 52224.0 , 62
_r_1_13_14_16 , _r_1_31_32_34 , 52224.0 , 16
_r_1_13_14_16 , _r_1_31_32_35 , 52224.0 , 62
_r_1_13_14_16 , _r_1_31_32_36 , 52224.0 , 16
_r_1_13_14_16 , _r_1_7 , 49344.0 , 78
_r_1_13_14_16 , _r_1_8 , 49344.0 , 15
_r_1_13_14_16 , _r_1_9 , 74016.0 , 63
_r_1_13_14_16 , _r_1_9_10_11 , 49344.0 , 15
_r_1_13_14_16 , _r_1_9_10_12 , 49344.0 , 78
_r_1_13_14_16 , _r_2 , 65792.0 , 16
_r_1_13_14_16 , _r_2_6 , 32896.0 , 62
_r_1_13_14_16 , _r_3 , 86400.0 , 16
_r_1_13_14_16 , _r_3_25 , 86400.0 , 62
_r_1_13_14_16 , _r_3_25_26_27 , 46080.0 , 32
_r_1_13_14_16 , _r_3_25_26_28 , 46080.0 , 62
_r_1_13_14_16 , _r_3_25_26_29 , 46080.0 , 16
_r_1_13_14_16 , _r_3_25_26_30 , 46080.0 , 62
_r_1_13_14_16 , _r_4 , 92544.0 , 16
_r_1_13_14_16 , _r_5 , 49344.0 , 78
_r_1_22 , _r_1_31 , 195840.0 , 15
_r_1_22 , _r_1_31_32_33 , 104448.0 , 63
_r_1_22 , _r_1_31_32_34 , 104448.0 , 15
_r_1_22 , _r_1_31_32_35 , 104448.0 , 78
