FAMA-REAL-FM-15.xml , 25 , 240.0 , 63
adt , all_lines , 24.0 , 219
adt , alpha_sort , 72.0 , 62
adt , arch_style , 72.0 , 203
adt , ascendant , 36.0 , 62
adt , case_sensitivity , 72.0 , 219
adt , circular_shift , 72.0 , 62
adt , compression , 48.0 , 250
adt , console , 48.0 , 47
adt , descendant , 36.0 , 219
adt , each_line , 24.0 , 62
adt , explicit , 60.0 , 203
adt , file , 48.0 , 62
adt , implicit , 12.0 , 219
adt , implicit_invocation , 0.0 , 62
adt , input_output , 72.0 , 218
adt , insensitive , 36.0 , 63
adt , kwic , 72.0 , 203
adt , noise_words , 24.0 , 62
adt , order , 72.0 , 250
adt , pipe_and_filter , 0.0 , 46
adt , sensitive , 36.0 , 219
adt , shared_data , 0.0 , 62
adt , shift_data , 72.0 , 219
adt , shift_processing , 48.0 , 62
all_lines , alpha_sort , 96.0 , 218
all_lines , arch_style , 96.0 , 63
all_lines , ascendant , 48.0 , 218
all_lines , case_sensitivity , 96.0 , 63
all_lines , circular_shift , 96.0 , 202
all_lines , compression , 96.0 , 63
all_lines , console , 64.0 , 218
all_lines , descendant , 48.0 , 47
all_lines , each_line , 0.0 , 218
all_lines , explicit , 96.0 , 63
all_lines , file , 64.0 , 218
all_lines , implicit , 0.0 , 63
all_lines , implicit_invocation , 24.0 , 202
all_lines , input_output , 96.0 , 63
all_lines , insensitive , 48.0 , 218
all_lines , kwic , 96.0 , 47
all_lines , noise_words , 48.0 , 234
all_lines , order , 96.0 , 62
all_lines , pipe_and_filter , 24.0 , 203
all_lines , sensitive , 48.0 , 63
all_lines , shared_data , 24.0 , 218
all_lines , shift_data , 96.0 , 47
all_lines , shift_processing , 96.0 , 203
alpha_sort , arch_style , 240.0 , 63
alpha_sort , ascendant , 120.0 , 218
alpha_sort , case_sensitivity , 240.0 , 62
alpha_sort , circular_shift , 240.0 , 203
alpha_sort , compression , 168.0 , 63
alpha_sort , console , 160.0 , 218
alpha_sort , descendant , 120.0 , 62
alpha_sort , each_line , 72.0 , 203
alpha_sort , explicit , 204.0 , 47
alpha_sort , file , 160.0 , 218
alpha_sort , implicit , 36.0 , 47
alpha_sort , implicit_invocation , 72.0 , 203
alpha_sort , input_output , 240.0 , 62
alpha_sort , insensitive , 120.0 , 203
alpha_sort , kwic , 240.0 , 47
alpha_sort , noise_words , 84.0 , 218
alpha_sort , order , 240.0 , 62
alpha_sort , pipe_and_filter , 24.0 , 203
alpha_sort , sensitive , 120.0 , 63
alpha_sort , shared_data , 72.0 , 202
alpha_sort , shift_data , 240.0 , 63
alpha_sort , shift_processing , 168.0 , 203
arch_style , ascendant , 120.0 , 62
arch_style , case_sensitivity , 240.0 , 203
arch_style , circular_shift , 240.0 , 62
arch_style , compression , 168.0 , 203
arch_style , console , 160.0 , 62
arch_style , descendant , 120.0 , 203
arch_style , each_line , 72.0 , 63
arch_style , explicit , 204.0 , 202
arch_style , file , 160.0 , 63
arch_style , implicit , 36.0 , 203
arch_style , implicit_invocation , 72.0 , 62
arch_style , input_output , 240.0 , 203
arch_style , insensitive , 120.0 , 62
arch_style , kwic , 240.0 , 203
arch_style , noise_words , 84.0 , 62
arch_style , order , 240.0 , 203
arch_style , pipe_and_filter , 24.0 , 63
arch_style , sensitive , 120.0 , 202
arch_style , shared_data , 72.0 , 63
arch_style , shift_data , 240.0 , 203
arch_style , shift_processing , 168.0 , 46
ascendant , case_sensitivity , 120.0 , 219
ascendant , circular_shift , 120.0 , 47
ascendant , compression , 84.0 , 202
ascendant , console , 80.0 , 63
ascendant , descendant , 0.0 , 218
ascendant , each_line , 36.0 , 47
ascendant , explicit , 102.0 , 218
ascendant , file , 80.0 , 63
ascendant , implicit , 18.0 , 203
ascendant , implicit_invocation , 36.0 , 62
ascendant , input_output , 120.0 , 203
ascendant , insensitive , 60.0 , 62
ascendant , kwic , 120.0 , 203
ascendant , noise_words , 42.0 , 62
ascendant , order , 120.0 , 203
ascendant , pipe_and_filter , 12.0 , 63
ascendant , sensitive , 60.0 , 202
ascendant , shared_data , 36.0 , 63
ascendant , shift_data , 120.0 , 203
ascendant , shift_processing , 84.0 , 62
case_sensitivity , circular_shift , 240.0 , 203
case_sensitivity , compression , 168.0 , 62
case_sensitivity , console , 160.0 , 203
case_sensitivity , descendant , 120.0 , 62
