FAMA-REAL-FM-14.xml , 18 , 396.0 , 109
associated_file_ext , autosave , 192.0 , 234
associated_file_ext , backup , 384.0 , 78
associated_file_ext , backup_extension , 384.0 , 203
associated_file_ext , backup_onchange , 192.0 , 63
associated_file_ext , commands , 384.0 , 265
associated_file_ext , document_class , 384.0 , 62
associated_file_ext , dos_unix_conversion , 192.0 , 203
associated_file_ext , editor_config , 384.0 , 62
associated_file_ext , ext , 192.0 , 219
associated_file_ext , file_bak , 128.0 , 62
associated_file_ext , file_bak_ext , 128.0 , 203
associated_file_ext , file_ext_bak , 128.0 , 62
associated_file_ext , minutes , 192.0 , 219
associated_file_ext , remove_blank_lines , 192.0 , 62
associated_file_ext , spell_check , 192.0 , 203
associated_file_ext , syntax_definition_file , 192.0 , 62
associated_file_ext , syntax_highlighting , 192.0 , 219
autosave , backup , 198.0 , 47
autosave , backup_extension , 198.0 , 218
autosave , backup_onchange , 99.0 , 62
autosave , commands , 192.0 , 219
autosave , document_class , 192.0 , 47
autosave , dos_unix_conversion , 96.0 , 218
autosave , editor_config , 198.0 , 62
autosave , ext , 96.0 , 203
autosave , file_bak , 66.0 , 63
autosave , file_bak_ext , 66.0 , 234
autosave , file_ext_bak , 66.0 , 46
autosave , minutes , 198.0 , 219
autosave , remove_blank_lines , 96.0 , 47
autosave , spell_check , 96.0 , 218
autosave , syntax_definition_file , 96.0 , 62
autosave , syntax_highlighting , 96.0 , 219
backup , backup_extension , 396.0 , 47
backup , backup_onchange , 198.0 , 218
backup , commands , 384.0 , 62
backup , document_class , 384.0 , 250
backup , dos_unix_conversion , 192.0 , 62
backup , editor_config , 396.0 , 203
backup , ext , 192.0 , 63
backup , file_bak , 132.0 , 202
backup , file_bak_ext , 132.0 , 78
backup , file_ext_bak , 132.0 , 203
backup , minutes , 198.0 , 63
backup , remove_blank_lines , 192.0 , 202
backup , spell_check , 192.0 , 63
backup , syntax_definition_file , 192.0 , 203
backup , syntax_highlighting , 192.0 , 78
backup_extension , backup_onchange , 198.0 , 234
backup_extension , commands , 384.0 , 62
backup_extension , document_class , 384.0 , 203
backup_extension , dos_unix_conversion , 192.0 , 62
backup_extension , editor_config , 396.0 , 203
backup_extension , ext , 192.0 , 46
backup_extension , file_bak , 132.0 , 203
backup_extension , file_bak_ext , 132.0 , 63
backup_extension , file_ext_bak , 132.0 , 202
backup_extension , minutes , 198.0 , 63
backup_extension , remove_blank_lines , 192.0 , 203
backup_extension , spell_check , 192.0 , 62
backup_extension , syntax_definition_file , 192.0 , 203
backup_extension , syntax_highlighting , 192.0 , 62
backup_onchange , commands , 192.0 , 203
backup_onchange , document_class , 192.0 , 47
backup_onchange , dos_unix_conversion , 96.0 , 218
backup_onchange , editor_config , 198.0 , 47
backup_onchange , ext , 96.0 , 218
backup_onchange , file_bak , 66.0 , 63
backup_onchange , file_bak_ext , 66.0 , 203
backup_onchange , file_ext_bak , 66.0 , 62
backup_onchange , minutes , 99.0 , 203
backup_onchange , remove_blank_lines , 96.0 , 62
backup_onchange , spell_check , 96.0 , 203
backup_onchange , syntax_definition_file , 96.0 , 62
backup_onchange , syntax_highlighting , 96.0 , 219
commands , document_class , 384.0 , 47
commands , dos_unix_conversion , 192.0 , 218
commands , editor_config , 384.0 , 47
commands , ext , 192.0 , 234
commands , file_bak , 128.0 , 47
commands , file_bak_ext , 128.0 , 202
commands , file_ext_bak , 128.0 , 63
commands , minutes , 192.0 , 218
commands , remove_blank_lines , 192.0 , 47
commands , spell_check , 192.0 , 218
commands , syntax_definition_file , 192.0 , 47
commands , syntax_highlighting , 192.0 , 219
document_class , dos_unix_conversion , 192.0 , 62
document_class , editor_config , 384.0 , 218
document_class , ext , 192.0 , 47
document_class , file_bak , 128.0 , 219
document_class , file_bak_ext , 128.0 , 46
document_class , file_ext_bak , 128.0 , 234
document_class , minutes , 192.0 , 47
document_class , remove_blank_lines , 192.0 , 219
document_class , spell_check , 192.0 , 46
document_class , syntax_definition_file , 192.0 , 219
document_class , syntax_highlighting , 192.0 , 47
dos_unix_conversion , editor_config , 192.0 , 218
dos_unix_conversion , ext , 96.0 , 47
dos_unix_conversion , file_bak , 64.0 , 218
dos_unix_conversion , file_bak_ext , 64.0 , 47
dos_unix_conversion , file_ext_bak , 64.0 , 218
dos_unix_conversion , minutes , 96.0 , 63
dos_unix_conversion , remove_blank_lines , 96.0 , 203
dos_unix_conversion , spell_check , 96.0 , 62
dos_unix_conversion , syntax_definition_file , 96.0 , 203
dos_unix_conversion , syntax_highlighting , 96.0 , 62
editor_config , ext , 192.0 , 203
editor_config , file_bak , 132.0 , 62
editor_config , file_bak_ext , 132.0 , 203
editor_config , file_ext_bak , 132.0 , 63
editor_config , minutes , 198.0 , 202
editor_config , remove_blank_lines , 192.0 , 63
editor_config , spell_check , 192.0 , 203
editor_config , syntax_definition_file , 192.0 , 62
editor_config , syntax_highlighting , 192.0 , 250
ext , file_bak , 64.0 , 78
ext , file_bak_ext , 64.0 , 202
ext , file_ext_bak , 64.0 , 63
ext , minutes , 96.0 , 218
ext , remove_blank_lines , 96.0 , 47
ext , spell_check , 96.0 , 218
ext , syntax_definition_file , 96.0 , 47
ext , syntax_highlighting , 96.0 , 219
file_bak , file_bak_ext , 0.0 , 62
file_bak , file_ext_bak , 0.0 , 203
file_bak , minutes , 66.0 , 47
file_bak , remove_blank_lines , 64.0 , 218
file_bak , spell_check , 64.0 , 62
file_bak , syntax_definition_file , 64.0 , 203
file_bak , syntax_highlighting , 64.0 , 63
file_bak_ext , file_ext_bak , 0.0 , 202
file_bak_ext , minutes , 66.0 , 63
file_bak_ext , remove_blank_lines , 64.0 , 203
file_bak_ext , spell_check , 64.0 , 62
file_bak_ext , syntax_definition_file , 64.0 , 203
file_bak_ext , syntax_highlighting , 64.0 , 47
file_ext_bak , minutes , 66.0 , 202
file_ext_bak , remove_blank_lines , 64.0 , 63
file_ext_bak , spell_check , 64.0 , 203
file_ext_bak , syntax_definition_file , 64.0 , 62
file_ext_bak , syntax_highlighting , 64.0 , 187
minutes , remove_blank_lines , 96.0 , 47
minutes , spell_check , 96.0 , 202
minutes , syntax_definition_file , 96.0 , 47
minutes , syntax_highlighting , 96.0 , 203
remove_blank_lines , spell_check , 96.0 , 62
remove_blank_lines , syntax_definition_file , 96.0 , 219
remove_blank_lines , syntax_highlighting , 96.0 , 47
spell_check , syntax_definition_file , 96.0 , 218
spell_check , syntax_highlighting , 96.0 , 62
syntax_definition_file , syntax_highlighting , 192.0 , 203
20763,153
