FAMA-REAL-FM-2.xml , 23 , 1056.0 , 296
Weather Station , alarm , 720.0 , 78
Weather Station , data_source , 1056.0 , 218
Weather Station , demo , 352.0 , 63
Weather Station , english , 528.0 , 218
Weather Station , external_services , 352.0 , 63
Weather Station , file , 396.0 , 218
Weather Station , format , 1056.0 , 62
Weather Station , freeze_point , 384.0 , 219
Weather Station , german , 528.0 , 62
Weather Station , html , 396.0 , 219
Weather Station , internet , 352.0 , 62
Weather Station , language , 1056.0 , 203
Weather Station , measurements , 1056.0 , 62
Weather Station , output_format , 1056.0 , 219
Weather Station , plain_text , 396.0 , 62
Weather Station , pressure , 576.0 , 218
Weather Station , storm_alert , 528.0 , 63
Weather Station , temperature , 768.0 , 218
Weather Station , text , 264.0 , 63
Weather Station , web_server , 396.0 , 218
Weather Station , wind_speed , 576.0 , 62
Weather Station , xml , 264.0 , 203
alarm , data_source , 720.0 , 63
alarm , demo , 240.0 , 218
alarm , english , 360.0 , 62
alarm , external_services , 240.0 , 219
alarm , file , 270.0 , 62
alarm , format , 720.0 , 203
alarm , freeze_point , 384.0 , 62
alarm , german , 360.0 , 219
alarm , html , 270.0 , 62
alarm , internet , 240.0 , 203
alarm , language , 720.0 , 62
alarm , measurements , 720.0 , 219
alarm , output_format , 720.0 , 47
alarm , plain_text , 270.0 , 203
alarm , pressure , 384.0 , 62
alarm , storm_alert , 528.0 , 219
alarm , temperature , 576.0 , 47
alarm , text , 180.0 , 218
alarm , web_server , 270.0 , 62
alarm , wind_speed , 384.0 , 219
alarm , xml , 180.0 , 62
data_source , demo , 352.0 , 219
data_source , english , 528.0 , 62
data_source , external_services , 352.0 , 218
data_source , file , 396.0 , 63
data_source , format , 1056.0 , 218
data_source , freeze_point , 384.0 , 63
data_source , german , 528.0 , 202
data_source , html , 396.0 , 63
data_source , internet , 352.0 , 218
data_source , language , 1056.0 , 47
data_source , measurements , 1056.0 , 218
data_source , output_format , 1056.0 , 63
data_source , plain_text , 396.0 , 203
data_source , pressure , 576.0 , 62
data_source , storm_alert , 528.0 , 218
data_source , temperature , 768.0 , 63
data_source , text , 264.0 , 203
data_source , web_server , 396.0 , 62
data_source , wind_speed , 576.0 , 234
data_source , xml , 264.0 , 62
demo , english , 176.0 , 219
demo , external_services , 0.0 , 62
demo , file , 132.0 , 219
demo , format , 352.0 , 46
demo , freeze_point , 128.0 , 219
demo , german , 176.0 , 62
demo , html , 132.0 , 219
demo , internet , 0.0 , 62
demo , language , 352.0 , 203
demo , measurements , 352.0 , 62
demo , output_format , 352.0 , 219
demo , plain_text , 132.0 , 62
demo , pressure , 192.0 , 218
demo , storm_alert , 176.0 , 78
demo , temperature , 256.0 , 234
demo , text , 88.0 , 47
demo , web_server , 132.0 , 219
demo , wind_speed , 192.0 , 62
demo , xml , 88.0 , 218
english , external_services , 176.0 , 63
english , file , 198.0 , 203
english , format , 528.0 , 62
english , freeze_point , 192.0 , 218
english , german , 0.0 , 47
english , html , 198.0 , 219
english , internet , 176.0 , 62
english , language , 528.0 , 203
english , measurements , 528.0 , 62
english , output_format , 528.0 , 219
english , plain_text , 198.0 , 62
english , pressure , 288.0 , 203
english , storm_alert , 264.0 , 62
english , temperature , 384.0 , 219
english , text , 132.0 , 62
english , web_server , 198.0 , 203
english , wind_speed , 288.0 , 62
english , xml , 132.0 , 219
external_services , file , 132.0 , 62
external_services , format , 352.0 , 218
external_services , freeze_point , 128.0 , 63
