FAMA-model_20100321_1548012375.xml , 18 , 16384.0 , 78
Project Portal Suite , _r_1 , 16384.0 , 218
Project Portal Suite , _r_1_13 , 8192.0 , 47
Project Portal Suite , _r_1_14 , 8192.0 , 156
Project Portal Suite , _r_1_15 , 16384.0 , 47
Project Portal Suite , _r_1_15_16 , 16384.0 , 171
Project Portal Suite , _r_1_15_17 , 8192.0 , 63
Project Portal Suite , _r_1_15_18 , 8192.0 , 171
Project Portal Suite , _r_1_15_20 , 8192.0 , 47
Project Portal Suite , _r_1_21 , 8192.0 , 156
Project Portal Suite , _r_1_9 , 8192.0 , 47
Project Portal Suite , _r_2 , 8192.0 , 171
Project Portal Suite , _r_3 , 8192.0 , 47
Project Portal Suite , _r_4 , 8192.0 , 156
Project Portal Suite , _r_5 , 8192.0 , 47
Project Portal Suite , _r_6 , 8192.0 , 171
Project Portal Suite , _r_7 , 8192.0 , 47
Project Portal Suite , _r_8 , 8192.0 , 172
_r_1 , _r_1_13 , 8192.0 , 31
_r_1 , _r_1_14 , 8192.0 , 171
_r_1 , _r_1_15 , 16384.0 , 32
_r_1 , _r_1_15_16 , 16384.0 , 171
_r_1 , _r_1_15_17 , 8192.0 , 31
_r_1 , _r_1_15_18 , 8192.0 , 172
_r_1 , _r_1_15_20 , 8192.0 , 31
_r_1 , _r_1_21 , 8192.0 , 172
_r_1 , _r_1_9 , 8192.0 , 31
_r_1 , _r_2 , 8192.0 , 172
_r_1 , _r_3 , 8192.0 , 46
_r_1 , _r_4 , 8192.0 , 156
_r_1 , _r_5 , 8192.0 , 32
_r_1 , _r_6 , 8192.0 , 156
_r_1 , _r_7 , 8192.0 , 31
_r_1 , _r_8 , 8192.0 , 156
_r_1_13 , _r_1_14 , 4096.0 , 47
_r_1_13 , _r_1_15 , 8192.0 , 172
_r_1_13 , _r_1_15_16 , 8192.0 , 31
_r_1_13 , _r_1_15_17 , 4096.0 , 172
_r_1_13 , _r_1_15_18 , 4096.0 , 31
_r_1_13 , _r_1_15_20 , 4096.0 , 156
_r_1_13 , _r_1_21 , 4096.0 , 47
_r_1_13 , _r_1_9 , 4096.0 , 156
_r_1_13 , _r_2 , 4096.0 , 46
_r_1_13 , _r_3 , 4096.0 , 156
_r_1_13 , _r_4 , 4096.0 , 47
_r_1_13 , _r_5 , 4096.0 , 156
_r_1_13 , _r_6 , 4096.0 , 47
_r_1_13 , _r_7 , 4096.0 , 156
_r_1_13 , _r_8 , 4096.0 , 47
_r_1_14 , _r_1_15 , 8192.0 , 156
_r_1_14 , _r_1_15_16 , 8192.0 , 47
_r_1_14 , _r_1_15_17 , 4096.0 , 156
_r_1_14 , _r_1_15_18 , 4096.0 , 46
_r_1_14 , _r_1_15_20 , 4096.0 , 156
_r_1_14 , _r_1_21 , 4096.0 , 47
_r_1_14 , _r_1_9 , 4096.0 , 156
_r_1_14 , _r_2 , 4096.0 , 47
_r_1_14 , _r_3 , 4096.0 , 156
_r_1_14 , _r_4 , 4096.0 , 47
_r_1_14 , _r_5 , 4096.0 , 156
_r_1_14 , _r_6 , 4096.0 , 47
_r_1_14 , _r_7 , 4096.0 , 156
_r_1_14 , _r_8 , 4096.0 , 46
_r_1_15 , _r_1_15_16 , 16384.0 , 156
_r_1_15 , _r_1_15_17 , 8192.0 , 47
_r_1_15 , _r_1_15_18 , 8192.0 , 156
_r_1_15 , _r_1_15_20 , 8192.0 , 47
_r_1_15 , _r_1_21 , 8192.0 , 156
_r_1_15 , _r_1_9 , 8192.0 , 47
_r_1_15 , _r_2 , 8192.0 , 156
_r_1_15 , _r_3 , 8192.0 , 47
_r_1_15 , _r_4 , 8192.0 , 156
_r_1_15 , _r_5 , 8192.0 , 46
_r_1_15 , _r_6 , 8192.0 , 156
_r_1_15 , _r_7 , 8192.0 , 47
_r_1_15 , _r_8 , 8192.0 , 156
_r_1_15_16 , _r_1_15_17 , 8192.0 , 47
_r_1_15_16 , _r_1_15_18 , 8192.0 , 156
_r_1_15_16 , _r_1_15_20 , 8192.0 , 47
_r_1_15_16 , _r_1_21 , 8192.0 , 156
_r_1_15_16 , _r_1_9 , 8192.0 , 47
_r_1_15_16 , _r_2 , 8192.0 , 156
_r_1_15_16 , _r_3 , 8192.0 , 46
_r_1_15_16 , _r_4 , 8192.0 , 156
_r_1_15_16 , _r_5 , 8192.0 , 32
_r_1_15_16 , _r_6 , 8192.0 , 171
_r_1_15_16 , _r_7 , 8192.0 , 47
_r_1_15_16 , _r_8 , 8192.0 , 156
_r_1_15_17 , _r_1_15_18 , 4096.0 , 47
_r_1_15_17 , _r_1_15_20 , 4096.0 , 156
_r_1_15_17 , _r_1_21 , 4096.0 , 47
_r_1_15_17 , _r_1_9 , 4096.0 , 156
_r_1_15_17 , _r_2 , 4096.0 , 46
_r_1_15_17 , _r_3 , 4096.0 , 156
_r_1_15_17 , _r_4 , 4096.0 , 47
