FAMA-model_20100607_746327867.xml , 20 , 448.0 , 640
Stacja pogodowa , _r_1 , 448.0 , 114
Stacja pogodowa , _r_10 , 448.0 , 414
Stacja pogodowa , _r_10_11 , 448.0 , 102
Stacja pogodowa , _r_10_11_12_13 , 224.0 , 415
Stacja pogodowa , _r_10_11_12_14 , 224.0 , 187
Stacja pogodowa , _r_10_15_16 , 112.0 , 406
Stacja pogodowa , _r_10_15_17 , 112.0 , 109
Stacja pogodowa , _r_10_15_22 , 224.0 , 484
Stacja pogodowa , _r_10_15_22_23_24 , 112.0 , 93
Stacja pogodowa , _r_10_15_22_23_25 , 112.0 , 453
Stacja pogodowa , _r_18 , 336.0 , 109
Stacja pogodowa , _r_18_19_20 , 224.0 , 421
Stacja pogodowa , _r_18_19_21 , 224.0 , 109
Stacja pogodowa , _r_1_2_3 , 256.0 , 406
Stacja pogodowa , _r_1_2_4 , 256.0 , 94
Stacja pogodowa , _r_1_2_5 , 256.0 , 453
Stacja pogodowa , _r_6 , 448.0 , 93
Stacja pogodowa , _r_6_26_27 , 224.0 , 499
Stacja pogodowa , _r_6_26_28 , 224.0 , 125
_r_1 , _r_10 , 448.0 , 390
_r_1 , _r_10_11 , 448.0 , 94
_r_1 , _r_10_11_12_13 , 224.0 , 390
_r_1 , _r_10_11_12_14 , 224.0 , 93
_r_1 , _r_10_15_16 , 112.0 , 468
_r_1 , _r_10_15_17 , 112.0 , 297
_r_1 , _r_10_15_22 , 224.0 , 390
_r_1 , _r_10_15_22_23_24 , 112.0 , 109
_r_1 , _r_10_15_22_23_25 , 112.0 , 374
_r_1 , _r_18 , 336.0 , 172
_r_1 , _r_18_19_20 , 224.0 , 390
_r_1 , _r_18_19_21 , 224.0 , 94
_r_1 , _r_1_2_3 , 256.0 , 374
_r_1 , _r_1_2_4 , 256.0 , 156
_r_1 , _r_1_2_5 , 256.0 , 374
_r_1 , _r_6 , 448.0 , 110
_r_1 , _r_6_26_27 , 224.0 , 358
_r_1 , _r_6_26_28 , 224.0 , 156
_r_10 , _r_10_11 , 448.0 , 375
_r_10 , _r_10_11_12_13 , 224.0 , 109
_r_10 , _r_10_11_12_14 , 224.0 , 359
_r_10 , _r_10_15_16 , 112.0 , 140
_r_10 , _r_10_15_17 , 112.0 , 406
_r_10 , _r_10_15_22 , 224.0 , 93
_r_10 , _r_10_15_22_23_24 , 112.0 , 390
_r_10 , _r_10_15_22_23_25 , 112.0 , 125
_r_10 , _r_18 , 336.0 , 390
_r_10 , _r_18_19_20 , 224.0 , 94
_r_10 , _r_18_19_21 , 224.0 , 359
_r_10 , _r_1_2_3 , 256.0 , 109
_r_10 , _r_1_2_4 , 256.0 , 374
_r_10 , _r_1_2_5 , 256.0 , 109
_r_10 , _r_6 , 448.0 , 375
_r_10 , _r_6_26_27 , 224.0 , 109
_r_10 , _r_6_26_28 , 224.0 , 374
_r_10_11 , _r_10_11_12_13 , 224.0 , 94
_r_10_11 , _r_10_11_12_14 , 224.0 , 390
_r_10_11 , _r_10_15_16 , 112.0 , 94
_r_10_11 , _r_10_15_17 , 112.0 , 390
_r_10_11 , _r_10_15_22 , 224.0 , 109
_r_10_11 , _r_10_15_22_23_24 , 112.0 , 374
_r_10_11 , _r_10_15_22_23_25 , 112.0 , 94
_r_10_11 , _r_18 , 336.0 , 390
_r_10_11 , _r_18_19_20 , 224.0 , 93
_r_10_11 , _r_18_19_21 , 224.0 , 375
_r_10_11 , _r_1_2_3 , 256.0 , 109
_r_10_11 , _r_1_2_4 , 256.0 , 390
_r_10_11 , _r_1_2_5 , 256.0 , 94
_r_10_11 , _r_6 , 448.0 , 374
_r_10_11 , _r_6_26_27 , 224.0 , 94
_r_10_11 , _r_6_26_28 , 224.0 , 405
_r_10_11_12_13 , _r_10_11_12_14 , 0.0 , 94
_r_10_11_12_13 , _r_10_15_16 , 56.0 , 390
_r_10_11_12_13 , _r_10_15_17 , 56.0 , 93
_r_10_11_12_13 , _r_10_15_22 , 112.0 , 390
_r_10_11_12_13 , _r_10_15_22_23_24 , 56.0 , 94
_r_10_11_12_13 , _r_10_15_22_23_25 , 56.0 , 390
_r_10_11_12_13 , _r_18 , 168.0 , 94
_r_10_11_12_13 , _r_18_19_20 , 112.0 , 405
_r_10_11_12_13 , _r_18_19_21 , 112.0 , 109
_r_10_11_12_13 , _r_1_2_3 , 128.0 , 375
_r_10_11_12_13 , _r_1_2_4 , 128.0 , 94
_r_10_11_12_13 , _r_1_2_5 , 128.0 , 421
_r_10_11_12_13 , _r_6 , 224.0 , 94
_r_10_11_12_13 , _r_6_26_27 , 112.0 , 390
_r_10_11_12_13 , _r_6_26_28 , 112.0 , 93
_r_10_11_12_14 , _r_10_15_16 , 56.0 , 375
_r_10_11_12_14 , _r_10_15_17 , 56.0 , 156
_r_10_11_12_14 , _r_10_15_22 , 112.0 , 374
_r_10_11_12_14 , _r_10_15_22_23_24 , 56.0 , 94
_r_10_11_12_14 , _r_10_15_22_23_25 , 56.0 , 374
_r_10_11_12_14 , _r_18 , 168.0 , 141
_r_10_11_12_14 , _r_18_19_20 , 112.0 , 374
_r_10_11_12_14 , _r_18_19_21 , 112.0 , 109
_r_10_11_12_14 , _r_1_2_3 , 128.0 , 390
_r_10_11_12_14 , _r_1_2_4 , 128.0 , 125
_r_10_11_12_14 , _r_1_2_5 , 128.0 , 374
_r_10_11_12_14 , _r_6 , 224.0 , 94
_r_10_11_12_14 , _r_6_26_27 , 112.0 , 374
_r_10_11_12_14 , _r_6_26_28 , 112.0 , 140
_r_10_15_16 , _r_10_15_17 , 0.0 , 375
_r_10_15_16 , _r_10_15_22 , 0.0 , 93
_r_10_15_16 , _r_10_15_22_23_24 , 0.0 , 375
_r_10_15_16 , _r_10_15_22_23_25 , 0.0 , 140
_r_10_15_16 , _r_18 , 84.0 , 375
_r_10_15_16 , _r_18_19_20 , 56.0 , 93
_r_10_15_16 , _r_18_19_21 , 56.0 , 375
_r_10_15_16 , _r_1_2_3 , 64.0 , 93
_r_10_15_16 , _r_1_2_4 , 64.0 , 390
_r_10_15_16 , _r_1_2_5 , 64.0 , 94
_r_10_15_16 , _r_6 , 112.0 , 374
_r_10_15_16 , _r_6_26_27 , 56.0 , 94
_r_10_15_16 , _r_6_26_28 , 56.0 , 390
_r_10_15_17 , _r_10_15_22 , 0.0 , 125
_r_10_15_17 , _r_10_15_22_23_24 , 0.0 , 374
_r_10_15_17 , _r_10_15_22_23_25 , 0.0 , 94
_r_10_15_17 , _r_18 , 84.0 , 390
_r_10_15_17 , _r_18_19_20 , 56.0 , 93
_r_10_15_17 , _r_18_19_21 , 56.0 , 374
_r_10_15_17 , _r_1_2_3 , 64.0 , 109
_r_10_15_17 , _r_1_2_4 , 64.0 , 390
_r_10_15_17 , _r_1_2_5 , 64.0 , 110
_r_10_15_17 , _r_6 , 112.0 , 390
_r_10_15_17 , _r_6_26_27 , 56.0 , 109
_r_10_15_17 , _r_6_26_28 , 56.0 , 374
_r_10_15_22 , _r_10_15_22_23_24 , 112.0 , 109
_r_10_15_22 , _r_10_15_22_23_25 , 112.0 , 422
_r_10_15_22 , _r_18 , 168.0 , 93
_r_10_15_22 , _r_18_19_20 , 112.0 , 390
_r_10_15_22 , _r_18_19_21 , 112.0 , 93
_r_10_15_22 , _r_1_2_3 , 128.0 , 390
_r_10_15_22 , _r_1_2_4 , 128.0 , 110
_r_10_15_22 , _r_1_2_5 , 128.0 , 436
_r_10_15_22 , _r_6 , 224.0 , 94
_r_10_15_22 , _r_6_26_27 , 112.0 , 406
_r_10_15_22 , _r_6_26_28 , 112.0 , 93
_r_10_15_22_23_24 , _r_10_15_22_23_25 , 0.0 , 406
_r_10_15_22_23_24 , _r_18 , 84.0 , 93
_r_10_15_22_23_24 , _r_18_19_20 , 56.0 , 453
_r_10_15_22_23_24 , _r_18_19_21 , 56.0 , 109
_r_10_15_22_23_24 , _r_1_2_3 , 64.0 , 374
_r_10_15_22_23_24 , _r_1_2_4 , 64.0 , 94
_r_10_15_22_23_24 , _r_1_2_5 , 64.0 , 359
_r_10_15_22_23_24 , _r_6 , 112.0 , 109
_r_10_15_22_23_24 , _r_6_26_27 , 56.0 , 359
_r_10_15_22_23_24 , _r_6_26_28 , 56.0 , 93
_r_10_15_22_23_25 , _r_18 , 84.0 , 437
_r_10_15_22_23_25 , _r_18_19_20 , 56.0 , 109
_r_10_15_22_23_25 , _r_18_19_21 , 56.0 , 359
