FAMA-model_20100326_770562654.xml , 27 , 1152.0 , 141
Bicycle , _r_1 , 1152.0 , 421
Bicycle , _r_10 , 864.0 , 94
Bicycle , _r_10_11 , 288.0 , 405
Bicycle , _r_10_12 , 576.0 , 109
Bicycle , _r_13 , 1152.0 , 375
Bicycle , _r_14 , 1152.0 , 109
Bicycle , _r_15 , 1152.0 , 499
Bicycle , _r_15_16_17 , 640.0 , 94
Bicycle , _r_15_16_18 , 256.0 , 390
Bicycle , _r_15_16_19 , 256.0 , 93
Bicycle , _r_1_2_3 , 384.0 , 422
Bicycle , _r_1_2_4 , 384.0 , 109
Bicycle , _r_1_2_5 , 384.0 , 374
Bicycle , _r_1_2_5_6_7 , 128.0 , 109
Bicycle , _r_1_2_5_6_8 , 128.0 , 468
Bicycle , _r_1_2_5_6_9 , 128.0 , 110
Bicycle , _r_20 , 1152.0 , 390
Bicycle , _r_21 , 576.0 , 109
Bicycle , _r_22 , 864.0 , 421
Bicycle , _r_22_23_24 , 288.0 , 94
Bicycle , _r_22_23_25 , 288.0 , 374
Bicycle , _r_22_23_26 , 288.0 , 93
Bicycle , _r_29 , 864.0 , 437
Bicycle , _r_29_30_31 , 288.0 , 94
Bicycle , _r_29_30_32 , 288.0 , 390
Bicycle , _r_29_30_33 , 288.0 , 109
_r_1 , _r_10 , 864.0 , 405
_r_1 , _r_10_11 , 288.0 , 110
_r_1 , _r_10_12 , 576.0 , 374
_r_1 , _r_13 , 1152.0 , 94
_r_1 , _r_14 , 1152.0 , 390
_r_1 , _r_15 , 1152.0 , 109
_r_1 , _r_15_16_17 , 640.0 , 374
_r_1 , _r_15_16_18 , 256.0 , 94
_r_1 , _r_15_16_19 , 256.0 , 390
_r_1 , _r_1_2_3 , 384.0 , 109
_r_1 , _r_1_2_4 , 384.0 , 374
_r_1 , _r_1_2_5 , 384.0 , 94
_r_1 , _r_1_2_5_6_7 , 128.0 , 421
_r_1 , _r_1_2_5_6_8 , 128.0 , 94
_r_1 , _r_1_2_5_6_9 , 128.0 , 390
_r_1 , _r_20 , 1152.0 , 93
_r_1 , _r_21 , 576.0 , 437
_r_1 , _r_22 , 864.0 , 94
_r_1 , _r_22_23_24 , 288.0 , 390
_r_1 , _r_22_23_25 , 288.0 , 109
_r_1 , _r_22_23_26 , 288.0 , 421
_r_1 , _r_29 , 864.0 , 109
_r_1 , _r_29_30_31 , 288.0 , 375
_r_1 , _r_29_30_32 , 288.0 , 94
_r_1 , _r_29_30_33 , 288.0 , 390
_r_10 , _r_10_11 , 288.0 , 109
_r_10 , _r_10_12 , 576.0 , 375
_r_10 , _r_13 , 864.0 , 93
_r_10 , _r_14 , 864.0 , 374
_r_10 , _r_15 , 864.0 , 94
_r_10 , _r_15_16_17 , 480.0 , 374
_r_10 , _r_15_16_18 , 192.0 , 109
_r_10 , _r_15_16_19 , 192.0 , 375
_r_10 , _r_1_2_3 , 288.0 , 125
_r_10 , _r_1_2_4 , 288.0 , 374
_r_10 , _r_1_2_5 , 288.0 , 94
_r_10 , _r_1_2_5_6_7 , 96.0 , 374
_r_10 , _r_1_2_5_6_8 , 96.0 , 109
_r_10 , _r_1_2_5_6_9 , 96.0 , 375
_r_10 , _r_20 , 864.0 , 93
_r_10 , _r_21 , 432.0 , 375
_r_10 , _r_22 , 648.0 , 93
_r_10 , _r_22_23_24 , 216.0 , 406
_r_10 , _r_22_23_25 , 216.0 , 93
_r_10 , _r_22_23_26 , 216.0 , 375
_r_10 , _r_29 , 648.0 , 109
_r_10 , _r_29_30_31 , 216.0 , 374
_r_10 , _r_29_30_32 , 216.0 , 125
_r_10 , _r_29_30_33 , 216.0 , 375
_r_10_11 , _r_10_12 , 288.0 , 93
_r_10_11 , _r_13 , 288.0 , 406
_r_10_11 , _r_14 , 288.0 , 125
_r_10_11 , _r_15 , 288.0 , 374
_r_10_11 , _r_15_16_17 , 160.0 , 94
_r_10_11 , _r_15_16_18 , 64.0 , 374
_r_10_11 , _r_15_16_19 , 64.0 , 109
_r_10_11 , _r_1_2_3 , 96.0 , 390
_r_10_11 , _r_1_2_4 , 96.0 , 94
_r_10_11 , _r_1_2_5 , 96.0 , 405
_r_10_11 , _r_1_2_5_6_7 , 32.0 , 110
_r_10_11 , _r_1_2_5_6_8 , 32.0 , 390
_r_10_11 , _r_1_2_5_6_9 , 32.0 , 93
_r_10_11 , _r_20 , 288.0 , 374
_r_10_11 , _r_21 , 144.0 , 109
_r_10_11 , _r_22 , 216.0 , 422
_r_10_11 , _r_22_23_24 , 72.0 , 93
_r_10_11 , _r_22_23_25 , 72.0 , 390
_r_10_11 , _r_22_23_26 , 72.0 , 93
