FAMA-model_20091129_1734444143.xml , 12 , 84.0 , 47
IntelligentTutoring , _r_1 , 84.0 , 140
IntelligentTutoring , _r_1_5_6 , 56.0 , 47
IntelligentTutoring , _r_1_5_7 , 56.0 , 156
IntelligentTutoring , _r_1_8 , 42.0 , 47
IntelligentTutoring , _r_2 , 84.0 , 125
IntelligentTutoring , _r_2_10 , 42.0 , 46
IntelligentTutoring , _r_2_9 , 84.0 , 156
IntelligentTutoring , _r_3 , 36.0 , 47
IntelligentTutoring , _r_4 , 72.0 , 125
IntelligentTutoring , _r_4_11_12 , 48.0 , 47
IntelligentTutoring , _r_4_11_14 , 48.0 , 125
_r_1 , _r_1_5_6 , 56.0 , 46
_r_1 , _r_1_5_7 , 56.0 , 141
_r_1 , _r_1_8 , 42.0 , 47
_r_1 , _r_2 , 84.0 , 140
_r_1 , _r_2_10 , 42.0 , 31
_r_1 , _r_2_9 , 84.0 , 141
_r_1 , _r_3 , 36.0 , 31
_r_1 , _r_4 , 72.0 , 140
_r_1 , _r_4_11_12 , 48.0 , 31
_r_1 , _r_4_11_14 , 48.0 , 141
_r_1_5_6 , _r_1_5_7 , 28.0 , 31
_r_1_5_6 , _r_1_8 , 28.0 , 140
_r_1_5_6 , _r_2 , 56.0 , 47
_r_1_5_6 , _r_2_10 , 28.0 , 141
_r_1_5_6 , _r_2_9 , 56.0 , 31
_r_1_5_6 , _r_3 , 24.0 , 140
_r_1_5_6 , _r_4 , 48.0 , 31
_r_1_5_6 , _r_4_11_12 , 32.0 , 125
_r_1_5_6 , _r_4_11_14 , 32.0 , 47
_r_1_5_7 , _r_1_8 , 28.0 , 125
_r_1_5_7 , _r_2 , 56.0 , 47
_r_1_5_7 , _r_2_10 , 28.0 , 124
_r_1_5_7 , _r_2_9 , 56.0 , 47
_r_1_5_7 , _r_3 , 24.0 , 125
_r_1_5_7 , _r_4 , 48.0 , 31
_r_1_5_7 , _r_4_11_12 , 32.0 , 141
_r_1_5_7 , _r_4_11_14 , 32.0 , 46
_r_1_8 , _r_2 , 42.0 , 125
_r_1_8 , _r_2_10 , 21.0 , 31
_r_1_8 , _r_2_9 , 42.0 , 125
_r_1_8 , _r_3 , 18.0 , 47
_r_1_8 , _r_4 , 36.0 , 124
_r_1_8 , _r_4_11_12 , 24.0 , 47
_r_1_8 , _r_4_11_14 , 24.0 , 125
_r_2 , _r_2_10 , 42.0 , 31
_r_2 , _r_2_9 , 84.0 , 141
_r_2 , _r_3 , 36.0 , 31
_r_2 , _r_4 , 72.0 , 156
_r_2 , _r_4_11_12 , 48.0 , 31
_r_2 , _r_4_11_14 , 48.0 , 140
_r_2_10 , _r_2_9 , 42.0 , 32
_r_2_10 , _r_3 , 18.0 , 124
_r_2_10 , _r_4 , 36.0 , 47
_r_2_10 , _r_4_11_12 , 24.0 , 125
_r_2_10 , _r_4_11_14 , 24.0 , 47
_r_2_9 , _r_3 , 36.0 , 125
_r_2_9 , _r_4 , 72.0 , 31
_r_2_9 , _r_4_11_12 , 48.0 , 156
_r_2_9 , _r_4_11_14 , 48.0 , 31
_r_3 , _r_4 , 36.0 , 140
_r_3 , _r_4_11_12 , 24.0 , 32
_r_3 , _r_4_11_14 , 24.0 , 140
_r_4 , _r_4_11_12 , 48.0 , 31
_r_4 , _r_4_11_14 , 48.0 , 141
_r_4_11_12 , _r_4_11_14 , 24.0 , 31
5756,66
