FAMA-model_20091009_1552375070.xml , 37 , 1316772.0 , 187
Inventory , _r_1 , 1316772.0 , 47
Inventory , _r_1_20 , 331776.0 , 171
Inventory , _r_1_28 , 658386.0 , 47
Inventory , _r_1_63 , 992736.0 , 141
Inventory , _r_1_63_69_70 , 661824.0 , 31
Inventory , _r_1_63_69_71 , 661824.0 , 140
Inventory , _r_1_72 , 1316772.0 , 47
Inventory , _r_1_72_73_74 , 877848.0 , 140
Inventory , _r_1_72_73_75 , 877848.0 , 47
Inventory , _r_1_85 , 1316772.0 , 141
Inventory , _r_1_85_92_93 , 661824.0 , 46
Inventory , _r_1_85_92_94 , 663552.0 , 141
Inventory , _r_1_85_92_95 , 882432.0 , 47
Inventory , _r_1_85_92_96 , 1158192.0 , 140
Inventory , _r_1_85_92_98 , 661824.0 , 47
Inventory , _r_6 , 1316772.0 , 140
Inventory , _r_6_14 , 1316772.0 , 31
Inventory , _r_6_14_49_50 , 660096.0 , 141
Inventory , _r_6_14_49_51 , 660096.0 , 47
Inventory , _r_6_14_49_52 , 880128.0 , 140
Inventory , _r_6_14_49_54 , 660096.0 , 31
Inventory , _r_6_14_49_55 , 660096.0 , 156
Inventory , _r_6_14_49_56 , 660096.0 , 31
Inventory , _r_6_14_49_97 , 991872.0 , 141
Inventory , _r_6_41 , 440064.0 , 47
Inventory , _r_6_42 , 496368.0 , 140
Inventory , _r_6_57 , 441216.0 , 31
Inventory , _r_6_60 , 1316772.0 , 141
Inventory , _r_6_62 , 1316772.0 , 46
Inventory , _r_6_76 , 1316772.0 , 141
Inventory , _r_6_76_77_78 , 438924.0 , 47
Inventory , _r_6_76_77_79 , 438924.0 , 124
Inventory , _r_6_76_77_80 , 438924.0 , 47
Inventory , _r_6_81 , 1316772.0 , 141
Inventory , _r_6_81_82_83 , 658386.0 , 46
Inventory , _r_6_81_82_84 , 658386.0 , 141
_r_1 , _r_1_20 , 331776.0 , 31
_r_1 , _r_1_28 , 658386.0 , 140
_r_1 , _r_1_63 , 992736.0 , 47
_r_1 , _r_1_63_69_70 , 661824.0 , 141
_r_1 , _r_1_63_69_71 , 661824.0 , 31
_r_1 , _r_1_72 , 1316772.0 , 140
_r_1 , _r_1_72_73_74 , 877848.0 , 31
_r_1 , _r_1_72_73_75 , 877848.0 , 156
_r_1 , _r_1_85 , 1316772.0 , 32
_r_1 , _r_1_85_92_93 , 661824.0 , 140
_r_1 , _r_1_85_92_94 , 663552.0 , 47
_r_1 , _r_1_85_92_95 , 882432.0 , 140
_r_1 , _r_1_85_92_96 , 1158192.0 , 31
_r_1 , _r_1_85_92_98 , 661824.0 , 141
_r_1 , _r_6 , 1316772.0 , 47
_r_1 , _r_6_14 , 1316772.0 , 124
_r_1 , _r_6_14_49_50 , 660096.0 , 47
_r_1 , _r_6_14_49_51 , 660096.0 , 141
_r_1 , _r_6_14_49_52 , 880128.0 , 31
_r_1 , _r_6_14_49_54 , 660096.0 , 156
_r_1 , _r_6_14_49_55 , 660096.0 , 31
_r_1 , _r_6_14_49_56 , 660096.0 , 140
_r_1 , _r_6_14_49_97 , 991872.0 , 32
_r_1 , _r_6_41 , 440064.0 , 140
_r_1 , _r_6_42 , 496368.0 , 47
_r_1 , _r_6_57 , 441216.0 , 140
_r_1 , _r_6_60 , 1316772.0 , 31
_r_1 , _r_6_62 , 1316772.0 , 141
_r_1 , _r_6_76 , 1316772.0 , 47
_r_1 , _r_6_76_77_78 , 438924.0 , 124
_r_1 , _r_6_76_77_79 , 438924.0 , 47
_r_1 , _r_6_76_77_80 , 438924.0 , 141
_r_1 , _r_6_81 , 1316772.0 , 31
_r_1 , _r_6_81_82_83 , 658386.0 , 140
_r_1 , _r_6_81_82_84 , 658386.0 , 47
_r_1_20 , _r_1_28 , 165888.0 , 140
_r_1_20 , _r_1_63 , 248832.0 , 32
_r_1_20 , _r_1_63_69_70 , 165888.0 , 140
_r_1_20 , _r_1_63_69_71 , 165888.0 , 31
_r_1_20 , _r_1_72 , 331776.0 , 141
_r_1_20 , _r_1_72_73_74 , 221184.0 , 46
_r_1_20 , _r_1_72_73_75 , 221184.0 , 141
_r_1_20 , _r_1_85 , 331776.0 , 47
_r_1_20 , _r_1_85_92_93 , 165888.0 , 140
_r_1_20 , _r_1_85_92_94 , 331776.0 , 31
_r_1_20 , _r_1_85_92_95 , 221184.0 , 141
_r_1_20 , _r_1_85_92_96 , 290304.0 , 31
_r_1_20 , _r_1_85_92_98 , 165888.0 , 140
_r_1_20 , _r_6 , 331776.0 , 31
_r_1_20 , _r_6_14 , 331776.0 , 141
_r_1_20 , _r_6_14_49_50 , 165888.0 , 31
_r_1_20 , _r_6_14_49_51 , 165888.0 , 140
_r_1_20 , _r_6_14_49_52 , 221184.0 , 32
_r_1_20 , _r_6_14_49_54 , 165888.0 , 140
_r_1_20 , _r_6_14_49_55 , 165888.0 , 31
_r_1_20 , _r_6_14_49_56 , 165888.0 , 141
_r_1_20 , _r_6_14_49_97 , 331776.0 , 46
_r_1_20 , _r_6_41 , 110592.0 , 125
_r_1_20 , _r_6_42 , 124416.0 , 47
_r_1_20 , _r_6_57 , 110592.0 , 125
_r_1_20 , _r_6_60 , 331776.0 , 47
_r_1_20 , _r_6_62 , 331776.0 , 124
_r_1_20 , _r_6_76 , 331776.0 , 47
_r_1_20 , _r_6_76_77_78 , 110592.0 , 125
_r_1_20 , _r_6_76_77_79 , 110592.0 , 47
_r_1_20 , _r_6_76_77_80 , 110592.0 , 140
_r_1_20 , _r_6_81 , 331776.0 , 31
_r_1_20 , _r_6_81_82_83 , 165888.0 , 141
_r_1_20 , _r_6_81_82_84 , 165888.0 , 31
_r_1_28 , _r_1_63 , 496368.0 , 125
_r_1_28 , _r_1_63_69_70 , 330912.0 , 47
_r_1_28 , _r_1_63_69_71 , 330912.0 , 124
_r_1_28 , _r_1_72 , 658386.0 , 31
_r_1_28 , _r_1_72_73_74 , 438924.0 , 141
_r_1_28 , _r_1_72_73_75 , 438924.0 , 31
_r_1_28 , _r_1_85 , 658386.0 , 140
_r_1_28 , _r_1_85_92_93 , 330912.0 , 31
_r_1_28 , _r_1_85_92_94 , 331776.0 , 141
_r_1_28 , _r_1_85_92_95 , 441216.0 , 47
_r_1_28 , _r_1_85_92_96 , 579096.0 , 124
_r_1_28 , _r_1_85_92_98 , 330912.0 , 47
_r_1_28 , _r_6 , 658386.0 , 125
_r_1_28 , _r_6_14 , 658386.0 , 47
_r_1_28 , _r_6_14_49_50 , 330048.0 , 140
_r_1_28 , _r_6_14_49_51 , 330048.0 , 31
