FAMA-REAL-FM-3.xml , 43 , 2120800.0 , 140
Web Portal , active , 2032800.0 , 312
Web Portal , ad_server , 1816320.0 , 124
Web Portal , add_services , 2106720.0 , 312
Web Portal , advanced , 702240.0 , 109
Web Portal , asp , 1084160.0 , 297
Web Portal , ban_flash , 908160.0 , 109
Web Portal , ban_img , 1816320.0 , 249
Web Portal , banners , 1816320.0 , 110
Web Portal , basic , 1404480.0 , 265
Web Portal , cgi , 1084160.0 , 109
Web Portal , cont , 2120800.0 , 265
Web Portal , data_storage , 1060400.0 , 125
Web Portal , data_transfer , 636240.0 , 265
Web Portal , database , 964000.0 , 109
Web Portal , db , 385600.0 , 250
Web Portal , dynamic , 712800.0 , 109
Web Portal , file , 578400.0 , 265
Web Portal , ftp , 1349600.0 , 110
Web Portal , html , 1473120.0 , 249
Web Portal , https , 1272480.0 , 109
Web Portal , images , 947760.0 , 281
Web Portal , jsp , 1084160.0 , 109
Web Portal , keyword , 654720.0 , 266
Web Portal , logging , 964000.0 , 109
Web Portal , min , 636240.0 , 249
Web Portal , ms , 212080.0 , 110
Web Portal , nttp , 1060400.0 , 280
Web Portal , performance , 1484560.0 , 125
Web Portal , persistence , 1542400.0 , 281
Web Portal , php , 1084160.0 , 109
Web Portal , popups , 908160.0 , 265
Web Portal , protocol , 1966560.0 , 110
Web Portal , reports , 1816320.0 , 296
Web Portal , ri , 1749660.0 , 125
Web Portal , sec , 636240.0 , 249
Web Portal , site_search , 1895520.0 , 110
Web Portal , site_stats , 1404480.0 , 265
Web Portal , static , 2120800.0 , 125
Web Portal , text , 1473120.0 , 265
Web Portal , user_auth , 1060400.0 , 109
Web Portal , web_server , 2120800.0 , 281
Web Portal , xml , 578400.0 , 109
active , ad_server , 1742400.0 , 265
active , add_services , 2019600.0 , 125
active , advanced , 673200.0 , 265
active , asp , 1084160.0 , 125
active , ban_flash , 871200.0 , 312
active , ban_img , 1742400.0 , 109
active , banners , 1742400.0 , 296
active , basic , 1346400.0 , 109
active , cgi , 1084160.0 , 281
active , cont , 2032800.0 , 125
active , data_storage , 1016400.0 , 265
active , data_transfer , 609840.0 , 125
active , database , 924000.0 , 296
active , db , 369600.0 , 109
active , dynamic , 712800.0 , 265
active , file , 554400.0 , 110
active , ftp , 1293600.0 , 265
active , html , 1425600.0 , 109
active , https , 1219680.0 , 281
active , images , 910800.0 , 125
active , jsp , 1084160.0 , 265
active , keyword , 633600.0 , 93
active , logging , 924000.0 , 281
active , min , 609840.0 , 109
active , ms , 203280.0 , 281
active , nttp , 1016400.0 , 125
active , performance , 1422960.0 , 296
active , persistence , 1478400.0 , 109
active , php , 1084160.0 , 281
active , popups , 871200.0 , 125
active , protocol , 1884960.0 , 265
active , reports , 1742400.0 , 109
active , ri , 1677060.0 , 328
active , sec , 609840.0 , 109
active , site_search , 1821600.0 , 265
active , site_stats , 1346400.0 , 125
active , static , 2032800.0 , 296
active , text , 1425600.0 , 141
active , user_auth , 1016400.0 , 327
active , web_server , 2032800.0 , 110
active , xml , 554400.0 , 296
ad_server , add_services , 1816320.0 , 109
ad_server , advanced , 605440.0 , 281
ad_server , asp , 929280.0 , 140
ad_server , ban_flash , 908160.0 , 297
ad_server , ban_img , 1816320.0 , 93
ad_server , banners , 1816320.0 , 281
ad_server , basic , 1210880.0 , 109
ad_server , cgi , 929280.0 , 266
ad_server , cont , 1816320.0 , 124
ad_server , data_storage , 908160.0 , 266
ad_server , data_transfer , 544896.0 , 93
ad_server , database , 825600.0 , 281
ad_server , db , 330240.0 , 125
ad_server , dynamic , 633600.0 , 281
ad_server , file , 495360.0 , 124
ad_server , ftp , 1155840.0 , 312
ad_server , html , 1309440.0 , 94
ad_server , https , 1089792.0 , 265
ad_server , images , 823680.0 , 109
ad_server , jsp , 929280.0 , 250
ad_server , keyword , 654720.0 , 109
ad_server , logging , 825600.0 , 281
ad_server , min , 544896.0 , 109
ad_server , ms , 181632.0 , 249
ad_server , nttp , 908160.0 , 110
ad_server , performance , 1271424.0 , 265
ad_server , persistence , 1320960.0 , 110
ad_server , php , 929280.0 , 265
ad_server , popups , 908160.0 , 125
ad_server , protocol , 1684224.0 , 249
ad_server , reports , 1816320.0 , 125
ad_server , ri , 1498464.0 , 265
ad_server , sec , 544896.0 , 93
ad_server , site_search , 1647360.0 , 266
ad_server , site_stats , 1210880.0 , 109
ad_server , static , 1816320.0 , 265
ad_server , text , 1309440.0 , 109
ad_server , user_auth , 908160.0 , 281
ad_server , web_server , 1816320.0 , 125
ad_server , xml , 495360.0 , 249
add_services , advanced , 702240.0 , 125
add_services , asp , 1077120.0 , 265
add_services , ban_flash , 908160.0 , 125
add_services , ban_img , 1816320.0 , 265
add_services , banners , 1816320.0 , 110
add_services , basic , 1404480.0 , 265
add_services , cgi , 1077120.0 , 109
add_services , cont , 2106720.0 , 296
add_services , data_storage , 1053360.0 , 110
add_services , data_transfer , 632016.0 , 280
add_services , database , 957600.0 , 110
add_services , db , 383040.0 , 249
add_services , dynamic , 712800.0 , 94
add_services , file , 574560.0 , 281
add_services , ftp , 1340640.0 , 109
add_services , html , 1473120.0 , 281
add_services , https , 1264032.0 , 109
add_services , images , 947760.0 , 265
add_services , jsp , 1077120.0 , 125
add_services , keyword , 654720.0 , 265
add_services , logging , 957600.0 , 125
add_services , min , 632016.0 , 249
add_services , ms , 210672.0 , 110
add_services , nttp , 1053360.0 , 280
add_services , performance , 1474704.0 , 109
add_services , persistence , 1532160.0 , 265
add_services , php , 1077120.0 , 110
add_services , popups , 908160.0 , 280
add_services , protocol , 1953504.0 , 110
add_services , reports , 1816320.0 , 280
add_services , ri , 1738044.0 , 110
add_services , sec , 632016.0 , 280
add_services , site_search , 1895520.0 , 110
add_services , site_stats , 1404480.0 , 265
add_services , static , 2106720.0 , 109
add_services , text , 1473120.0 , 265
add_services , user_auth , 1053360.0 , 109
add_services , web_server , 2106720.0 , 266
add_services , xml , 574560.0 , 93
advanced , asp , 359040.0 , 249
advanced , ban_flash , 302720.0 , 110
advanced , ban_img , 605440.0 , 249
advanced , banners , 605440.0 , 109
advanced , basic , 702240.0 , 266
advanced , cgi , 359040.0 , 109
advanced , cont , 702240.0 , 265
advanced , data_storage , 351120.0 , 109
advanced , data_transfer , 210672.0 , 265
advanced , database , 319200.0 , 110
advanced , db , 127680.0 , 249
advanced , dynamic , 237600.0 , 109
